region,date,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Leicester,2020-12-02,forecast,86,846,21725,33,57,74,106,168,838
Leicester,2020-12-03,forecast,76,1116,29733,27,46,61,95,148,879
Leicester,2020-12-04,forecast,67,2202,70004,22,40,54,85,148,1090
Leicester,2020-12-05,forecast,50,5492,212352,15,28,39,63,111,918
Leicester,2020-12-06,forecast,40,9844,392800,11,22,30,52,100,1062
Leicestershire,2020-11-23,forecast,229,233,55,152,195,216,240,266,328
Leicestershire,2020-11-24,forecast,166,172,47,110,140,156,177,196,258
Leicestershire,2020-11-25,forecast,160,171,62,100,132,150,173,197,278
Leicestershire,2020-11-26,forecast,145,159,71,89,117,135,157,183,272
Leicestershire,2020-11-27,forecast,118,136,88,70,95,109,130,154,249
Leicestershire,2020-11-28,forecast,85,105,101,48,67,78,95,116,214
Leicestershire,2020-11-29,forecast,73,97,165,39,55,65,82,102,202
Leicestershire,2020-11-30,forecast,110,161,420,56,81,98,124,159,348
Leicestershire,2020-12-01,forecast,79,139,565,40,59,71,91,124,304
Leicestershire,2020-12-02,forecast,76,173,1361,37,54,67,89,121,338
Leicestershire,2020-12-03,forecast,68,190,1859,32,47,58,81,112,367
Leicestershire,2020-12-04,forecast,55,236,3573,24,38,47,65,95,352
Leicestershire,2020-12-05,forecast,40,273,5154,17,26,34,48,71,304
Leicestershire,2020-12-06,forecast,33,398,9580,13,22,28,40,63,296
Lincolnshire,2020-11-23,forecast,250,260,74,159,207,235,269,300,394
Lincolnshire,2020-11-24,forecast,204,219,77,126,166,188,222,256,360
Lincolnshire,2020-11-25,forecast,198,222,104,119,158,182,220,258,399
Lincolnshire,2020-11-26,forecast,176,209,150,100,139,161,193,234,404
Lincolnshire,2020-11-27,forecast,152,202,259,81,116,137,172,214,448
Lincolnshire,2020-11-28,forecast,101,152,285,50,74,88,116,151,358
Lincolnshire,2020-11-29,forecast,83,155,600,38,57,71,98,134,376
Lincolnshire,2020-11-30,forecast,133,332,1965,59,90,116,162,236,785
Lincolnshire,2020-12-01,forecast,109,456,5920,48,73,93,135,206,830
Lincolnshire,2020-12-02,forecast,105,690,10742,43,69,87,134,217,1031
Lincolnshire,2020-12-03,forecast,94,1301,30425,35,57,77,123,202,1257
Lincolnshire,2020-12-04,forecast,81,2228,61825,30,48,63,104,187,1234
Lincolnshire,2020-12-05,forecast,54,2880,84855,18,31,42,72,129,1168
Lincolnshire,2020-12-06,forecast,42,5877,206792,14,24,33,59,118,1251
Northamptonshire,2020-11-23,forecast,194,209,81,107,151,178,213,250,354
Northamptonshire,2020-11-24,forecast,175,193,99,90,133,157,192,233,352
Northamptonshire,2020-11-25,forecast,165,190,173,79,123,147,188,222,369
Northamptonshire,2020-11-26,forecast,138,176,274,62,99,122,157,201,374
Northamptonshire,2020-11-27,forecast,120,184,1063,49,82,103,140,181,397
Northamptonshire,2020-11-28,forecast,82,175,2256,31,53,69,97,131,335
Northamptonshire,2020-11-29,forecast,81,227,3708,27,51,67,98,138,407
Northamptonshire,2020-11-30,forecast,136,1223,40831,46,85,115,168,254,895
Northamptonshire,2020-12-01,forecast,124,1825,65663,37,72,100,156,242,926
Northamptonshire,2020-12-02,forecast,116,4430,178126,33,66,92,153,245,1232
Northamptonshire,2020-12-03,forecast,98,14623,630515,25,52,76,131,225,1282
Northamptonshire,2020-12-04,forecast,80,18689,806966,20,40,62,112,202,1341
Northamptonshire,2020-12-05,forecast,56,68926,3052642,12,27,41,79,149,1112
Northamptonshire,2020-12-06,forecast,56,60773,2669854,11,25,40,79,157,1501
Nottingham,2020-11-23,forecast,80,83,22,50,67,76,86,96,123
Nottingham,2020-11-24,forecast,60,63,20,36,49,56,65,73,99
Nottingham,2020-11-25,forecast,65,70,28,38,52,59,70,82,119
Nottingham,2020-11-26,forecast,53,61,33,30,41,48,60,71,119
Nottingham,2020-11-27,forecast,44,53,41,22,33,40,50,61,110
Nottingham,2020-11-28,forecast,32,42,57,15,23,28,36,46,96
Nottingham,2020-11-29,forecast,29,43,75,13,21,26,34,44,107
Nottingham,2020-11-30,forecast,41,72,251,17,28,35,48,66,189
Nottingham,2020-12-01,forecast,29,65,405,12,20,25,35,52,158
Nottingham,2020-12-02,forecast,32,84,573,12,21,26,39,60,212
Nottingham,2020-12-03,forecast,26,94,970,9,16,21,33,50,220
Nottingham,2020-12-04,forecast,21,112,1411,7,13,17,27,44,216
Nottingham,2020-12-05,forecast,15,127,2393,4,9,12,20,34,209
Nottingham,2020-12-06,forecast,14,221,5503,4,8,11,19,33,228
Nottinghamshire,2020-11-23,forecast,255,260,52,183,224,243,268,292,353
Nottinghamshire,2020-11-24,forecast,201,208,51,140,173,190,213,236,300
Nottinghamshire,2020-11-25,forecast,191,202,62,127,161,180,205,230,309
Nottinghamshire,2020-11-26,forecast,159,172,69,99,129,147,172,196,285
Nottinghamshire,2020-11-27,forecast,147,167,103,87,117,134,159,187,310
Nottinghamshire,2020-11-28,forecast,104,126,127,58,80,94,116,141,249
Nottinghamshire,2020-11-29,forecast,91,119,171,47,68,81,102,128,249
Nottinghamshire,2020-11-30,forecast,149,221,557,74,108,131,172,224,500
Nottinghamshire,2020-12-01,forecast,117,205,920,53,81,101,137,184,464
Nottinghamshire,2020-12-02,forecast,108,226,1268,48,75,94,128,180,529
Nottinghamshire,2020-12-03,forecast,92,241,2162,36,60,77,108,156,515
Nottinghamshire,2020-12-04,forecast,82,322,4542,32,52,68,102,154,555
Nottinghamshire,2020-12-05,forecast,58,304,4754,21,35,48,73,115,487
Nottinghamshire,2020-12-06,forecast,51,456,10131,18,30,41,64,106,478
Rutland,2020-11-23,forecast,5,5,4,1,3,4,5,7,13
Rutland,2020-11-24,forecast,4,5,4,0,2,3,5,6,11
Rutland,2020-11-25,forecast,2,2,2,0,1,2,2,3,6
Rutland,2020-11-26,forecast,3,4,3,0,1,2,4,5,10
Rutland,2020-11-27,forecast,2,3,3,0,1,2,3,4,9
Rutland,2020-11-28,forecast,2,2,3,0,1,1,2,3,7
Rutland,2020-11-29,forecast,1,2,3,0,1,1,2,3,7
Rutland,2020-11-30,forecast,2,3,5,0,1,2,3,4,11
Rutland,2020-12-01,forecast,2,3,5,0,1,1,3,4,10
Rutland,2020-12-02,forecast,1,2,5,0,0,1,1,2,6
Rutland,2020-12-03,forecast,1,3,8,0,0,1,2,3,9
Rutland,2020-12-04,forecast,1,3,8,0,0,1,2,3,9
Rutland,2020-12-05,forecast,1,2,8,0,0,1,1,2,7
Rutland,2020-12-06,forecast,1,2,14,0,0,0,1,2,7
Bedford,2020-11-23,forecast,36,38,14,19,28,33,39,45,63
Bedford,2020-11-24,forecast,29,31,12,14,23,27,32,37,53
Bedford,2020-11-25,forecast,31,33,14,15,24,29,34,40,59
Bedford,2020-11-26,forecast,23,26,12,10,17,21,26,31,48
Bedford,2020-11-27,forecast,24,26,12,11,18,21,27,32,49
Bedford,2020-11-28,forecast,19,21,11,8,13,16,21,26,41
Bedford,2020-11-29,forecast,19,21,12,7,13,17,21,27,42
Bedford,2020-11-30,forecast,26,30,18,10,17,22,29,37,62
Bedford,2020-12-01,forecast,21,25,16,7,14,18,24,31,54
Bedford,2020-12-02,forecast,23,28,19,8,15,19,27,35,66
Bedford,2020-12-03,forecast,17,21,16,5,10,14,20,27,51
Bedford,2020-12-04,forecast,17,22,18,5,10,14,20,28,55
Bedford,2020-12-05,forecast,13,17,14,3,8,11,16,22,44
Bedford,2020-12-06,forecast,13,18,16,3,8,11,17,23,49
Cambridgeshire,2020-11-23,forecast,57,59,18,34,46,53,61,69,90
Cambridgeshire,2020-11-24,forecast,51,53,18,30,41,47,55,63,85
Cambridgeshire,2020-11-25,forecast,39,42,15,22,31,36,42,49,68
Cambridgeshire,2020-11-26,forecast,39,42,17,22,30,36,42,50,72
Cambridgeshire,2020-11-27,forecast,27,29,14,14,21,24,30,35,52
Cambridgeshire,2020-11-28,forecast,17,19,11,8,13,15,19,22,36
Cambridgeshire,2020-11-29,forecast,17,19,14,7,12,15,19,23,39
Cambridgeshire,2020-11-30,forecast,25,30,28,11,18,22,28,34,63
Cambridgeshire,2020-12-01,forecast,22,28,32,10,16,20,25,31,62
Cambridgeshire,2020-12-02,forecast,17,23,33,7,12,15,19,25,53
Cambridgeshire,2020-12-03,forecast,16,24,51,7,11,14,18,24,54
Cambridgeshire,2020-12-04,forecast,11,18,48,4,8,10,13,17,40
Cambridgeshire,2020-12-05,forecast,7,13,50,2,4,6,8,11,27
Cambridgeshire,2020-12-06,forecast,7,15,73,2,4,6,8,11,31
Central Bedfordshire,2020-11-23,forecast,32,34,12,16,25,29,35,41,58
Central Bedfordshire,2020-11-24,forecast,27,28,11,14,21,25,30,35,48
Central Bedfordshire,2020-11-25,forecast,27,29,12,13,20,25,30,35,50
Central Bedfordshire,2020-11-26,forecast,23,25,11,11,17,21,26,30,45
Central Bedfordshire,2020-11-27,forecast,22,25,12,10,16,20,25,30,48
Central Bedfordshire,2020-11-28,forecast,14,16,9,5,10,12,16,20,32
Central Bedfordshire,2020-11-29,forecast,15,17,12,6,10,13,17,21,35
Central Bedfordshire,2020-11-30,forecast,20,23,18,7,14,17,23,28,50
Central Bedfordshire,2020-12-01,forecast,17,20,17,6,11,14,19,24,44
Central Bedfordshire,2020-12-02,forecast,16,21,24,6,11,14,19,25,46
Central Bedfordshire,2020-12-03,forecast,14,18,24,4,9,12,17,21,44
Central Bedfordshire,2020-12-04,forecast,13,18,38,4,8,11,15,21,45
Central Bedfordshire,2020-12-05,forecast,8,12,24,2,5,7,10,14,31
Central Bedfordshire,2020-12-06,forecast,9,13,28,2,5,7,11,15,34
Essex,2020-11-23,forecast,343,348,55,265,311,331,356,381,444
Essex,2020-11-24,forecast,298,301,52,224,266,285,310,331,394
Essex,2020-11-25,forecast,272,278,54,200,241,260,285,310,377
Essex,2020-11-26,forecast,261,267,61,181,224,246,275,301,373
Essex,2020-11-27,forecast,238,247,67,157,203,224,252,280,362
Essex,2020-11-28,forecast,152,160,52,94,126,141,164,186,251
Essex,2020-11-29,forecast,144,156,63,88,118,134,156,180,257
Essex,2020-11-30,forecast,249,272,129,145,195,226,270,317,468
Essex,2020-12-01,forecast,215,238,147,116,165,191,235,274,436
Essex,2020-12-02,forecast,193,223,158,102,147,174,215,256,421
Essex,2020-12-03,forecast,183,217,206,91,136,163,203,248,433
Essex,2020-12-04,forecast,166,206,245,78,119,147,187,231,433
Essex,2020-12-05,forecast,106,137,197,47,74,93,121,152,283
Essex,2020-12-06,forecast,101,137,256,42,70,87,116,152,296
Hertfordshire,2020-11-23,forecast,221,226,48,155,192,210,235,254,310
Hertfordshire,2020-11-24,forecast,198,203,47,138,171,189,209,229,287
Hertfordshire,2020-11-25,forecast,195,203,53,133,167,184,207,231,297
Hertfordshire,2020-11-26,forecast,177,184,56,114,148,166,188,209,277
Hertfordshire,2020-11-27,forecast,146,155,57,90,120,135,156,178,252
Hertfordshire,2020-11-28,forecast,105,114,52,60,84,97,115,134,189
Hertfordshire,2020-11-29,forecast,94,106,57,53,74,85,103,122,186
Hertfordshire,2020-11-30,forecast,148,171,115,78,113,135,165,198,324
Hertfordshire,2020-12-01,forecast,132,158,143,66,100,119,148,178,308
Hertfordshire,2020-12-02,forecast,128,162,193,62,94,115,144,180,325
Hertfordshire,2020-12-03,forecast,117,154,223,52,84,103,134,166,319
Hertfordshire,2020-12-04,forecast,97,136,256,41,68,83,111,140,286
Hertfordshire,2020-12-05,forecast,69,106,271,27,47,60,82,104,231
Hertfordshire,2020-12-06,forecast,63,102,292,24,41,53,73,97,230
Luton,2020-11-23,forecast,95,103,43,49,74,87,104,122,184
Luton,2020-11-24,forecast,82,92,47,39,61,73,92,110,176
Luton,2020-11-25,forecast,88,106,82,38,63,77,101,127,228
Luton,2020-11-26,forecast,95,128,164,39,65,82,110,143,304
Luton,2020-11-27,forecast,86,134,224,31,55,74,101,138,349
Luton,2020-11-28,forecast,65,131,475,21,39,53,79,115,355
Luton,2020-11-29,forecast,64,179,965,19,39,53,79,122,468
Luton,2020-11-30,forecast,86,395,3696,24,47,67,112,184,896
Luton,2020-12-01,forecast,73,627,7409,17,39,57,100,176,1031
Luton,2020-12-02,forecast,80,1316,19219,17,39,60,107,206,1478
Luton,2020-12-03,forecast,82,3131,63596,16,39,60,119,228,2246
Luton,2020-12-04,forecast,74,5077,108125,13,33,53,113,229,2672
Luton,2020-12-05,forecast,54,5845,100818,8,23,40,85,199,2579
Luton,2020-12-06,forecast,56,25084,679436,7,22,38,85,211,3749
Norfolk,2020-11-23,forecast,168,180,76,83,126,151,186,218,316
Norfolk,2020-11-24,forecast,153,167,75,70,112,137,172,205,311
Norfolk,2020-11-25,forecast,113,124,61,51,82,101,127,153,231
Norfolk,2020-11-26,forecast,108,124,88,47,79,96,123,149,244
Norfolk,2020-11-27,forecast,109,131,119,46,78,95,126,155,274
Norfolk,2020-11-28,forecast,69,89,177,27,47,61,79,102,187
Norfolk,2020-11-29,forecast,59,87,451,21,39,50,67,88,167
Norfolk,2020-11-30,forecast,118,234,2284,42,78,99,141,184,396
Norfolk,2020-12-01,forecast,106,296,4949,36,68,90,126,170,360
Norfolk,2020-12-02,forecast,79,373,9098,24,49,64,95,131,323
Norfolk,2020-12-03,forecast,76,551,13887,23,46,62,92,128,330
Norfolk,2020-12-04,forecast,76,1154,32623,21,45,63,94,137,376
Norfolk,2020-12-05,forecast,50,1642,54512,12,28,40,62,90,254
Norfolk,2020-12-06,forecast,42,4104,148732,9,23,33,50,77,238
Peterborough,2020-11-23,forecast,68,70,25,37,53,62,73,83,115
Peterborough,2020-11-24,forecast,57,60,23,30,44,52,63,72,103
Peterborough,2020-11-25,forecast,58,62,24,30,44,52,64,74,107
Peterborough,2020-11-26,forecast,52,56,27,24,39,47,58,68,104
Peterborough,2020-11-27,forecast,55,59,29,25,40,48,60,72,113
Peterborough,2020-11-28,forecast,38,43,26,16,27,34,42,52,85
Peterborough,2020-11-29,forecast,39,46,32,16,27,34,44,55,95
Peterborough,2020-11-30,forecast,58,72,59,23,40,51,67,84,166
Peterborough,2020-12-01,forecast,49,63,61,17,33,42,57,74,145
Peterborough,2020-12-02,forecast,49,65,69,17,32,41,57,76,157
Peterborough,2020-12-03,forecast,44,64,97,13,27,36,52,71,159
Peterborough,2020-12-04,forecast,45,70,135,13,26,36,55,75,176
Peterborough,2020-12-05,forecast,32,53,112,8,19,26,39,55,131
Peterborough,2020-12-06,forecast,32,61,170,9,18,26,40,58,155
Southend-on-Sea,2020-11-23,forecast,35,37,15,17,26,31,38,45,65
Southend-on-Sea,2020-11-24,forecast,33,35,15,15,25,30,36,43,63
Southend-on-Sea,2020-11-25,forecast,29,31,14,13,21,26,32,38,56
Southend-on-Sea,2020-11-26,forecast,30,33,15,14,22,27,34,41,61
Southend-on-Sea,2020-11-27,forecast,24,26,13,9,16,21,27,32,50
Southend-on-Sea,2020-11-28,forecast,18,21,12,7,13,16,21,26,43
Southend-on-Sea,2020-11-29,forecast,16,18,11,5,11,14,18,23,40
Southend-on-Sea,2020-11-30,forecast,24,29,19,9,17,21,28,36,66
Southend-on-Sea,2020-12-01,forecast,22,28,20,7,15,19,27,35,63
Southend-on-Sea,2020-12-02,forecast,20,25,19,6,13,17,24,31,58
Southend-on-Sea,2020-12-03,forecast,21,26,23,6,12,17,25,33,64
Southend-on-Sea,2020-12-04,forecast,16,21,21,4,9,13,20,27,55
Southend-on-Sea,2020-12-05,forecast,13,18,20,3,7,10,15,21,47
Southend-on-Sea,2020-12-06,forecast,11,16,17,2,6,9,14,19,42
Suffolk,2020-11-23,forecast,101,107,39,55,80,93,109,125,177
Suffolk,2020-11-24,forecast,106,116,53,56,82,96,117,138,209
Suffolk,2020-11-25,forecast,96,113,70,47,72,86,108,133,225
Suffolk,2020-11-26,forecast,106,139,138,48,73,92,121,156,327
Suffolk,2020-11-27,forecast,104,157,216,43,71,91,121,163,409
Suffolk,2020-11-28,forecast,70,126,289,26,44,57,85,119,355
Suffolk,2020-11-29,forecast,68,161,584,20,40,55,83,123,441
Suffolk,2020-11-30,forecast,106,394,2489,32,61,86,136,219,988
Suffolk,2020-12-01,forecast,112,639,5617,27,58,86,147,251,1305
Suffolk,2020-12-02,forecast,104,929,9160,23,49,76,140,246,1768
Suffolk,2020-12-03,forecast,111,1857,25677,21,50,80,158,300,2352
Suffolk,2020-12-04,forecast,108,3456,62517,18,47,77,158,318,3254
Suffolk,2020-12-05,forecast,73,5174,113867,11,29,50,110,241,2880
Suffolk,2020-12-06,forecast,70,13720,401261,9,26,47,110,244,3875
Thurrock,2020-11-23,forecast,75,78,22,47,62,69,80,91,118
Thurrock,2020-11-24,forecast,62,65,21,37,51,58,67,77,102
Thurrock,2020-11-25,forecast,50,53,19,26,41,46,55,63,87
Thurrock,2020-11-26,forecast,49,53,21,26,38,45,54,63,90
Thurrock,2020-11-27,forecast,51,56,25,26,39,46,57,68,101
Thurrock,2020-11-28,forecast,35,39,20,16,26,31,40,48,73
Thurrock,2020-11-29,forecast,31,35,20,13,22,27,34,42,66
Thurrock,2020-11-30,forecast,64,76,52,26,45,57,74,91,159
Thurrock,2020-12-01,forecast,53,65,53,19,36,46,62,79,145
Thurrock,2020-12-02,forecast,43,54,48,14,29,37,49,66,129
Thurrock,2020-12-03,forecast,42,55,56,13,26,35,50,66,133
Thurrock,2020-12-04,forecast,43,60,74,12,27,37,51,72,147
Thurrock,2020-12-05,forecast,30,43,60,8,18,25,37,51,113
Thurrock,2020-12-06,forecast,26,39,57,6,15,21,32,45,103
Barking and Dagenham,2020-11-23,forecast,96,100,32,56,76,88,104,118,157
Barking and Dagenham,2020-11-24,forecast,81,85,29,45,65,75,89,100,137
Barking and Dagenham,2020-11-25,forecast,97,102,36,53,76,90,106,122,166
Barking and Dagenham,2020-11-26,forecast,90,95,37,45,70,83,99,113,162
Barking and Dagenham,2020-11-27,forecast,78,86,41,40,59,71,88,103,152
Barking and Dagenham,2020-11-28,forecast,59,64,33,27,43,52,65,79,118
Barking and Dagenham,2020-11-29,forecast,54,60,37,24,40,48,60,72,110
Barking and Dagenham,2020-11-30,forecast,92,107,78,39,66,81,104,128,221
Barking and Dagenham,2020-12-01,forecast,79,92,72,31,54,69,91,111,192
Barking and Dagenham,2020-12-02,forecast,95,114,140,35,64,82,107,133,246
Barking and Dagenham,2020-12-03,forecast,86,110,176,30,57,74,98,128,250
Barking and Dagenham,2020-12-04,forecast,77,105,300,25,51,65,90,118,220
Barking and Dagenham,2020-12-05,forecast,57,84,400,17,35,48,67,87,191
Barking and Dagenham,2020-12-06,forecast,51,79,342,15,32,44,61,84,188
Barnet,2020-11-23,forecast,83,86,23,54,71,79,89,100,127
Barnet,2020-11-24,forecast,67,69,21,40,55,62,71,80,108
Barnet,2020-11-25,forecast,64,67,24,37,51,58,69,78,109
Barnet,2020-11-26,forecast,64,69,28,35,50,58,69,81,120
Barnet,2020-11-27,forecast,55,62,32,30,42,49,61,73,118
Barnet,2020-11-28,forecast,33,39,26,16,24,29,37,45,77
Barnet,2020-11-29,forecast,33,41,33,15,24,29,38,47,85
Barnet,2020-11-30,forecast,53,71,72,24,37,46,61,78,171
Barnet,2020-12-01,forecast,41,60,80,17,29,36,48,64,147
Barnet,2020-12-02,forecast,39,62,103,15,26,33,46,62,158
Barnet,2020-12-03,forecast,39,71,159,14,25,33,47,65,184
Barnet,2020-12-04,forecast,34,70,187,11,21,28,41,59,185
Barnet,2020-12-05,forecast,20,48,148,6,12,16,25,37,133
Barnet,2020-12-06,forecast,20,57,239,6,11,17,25,37,155
Bexley,2020-11-23,forecast,85,89,29,50,70,79,92,103,143
Bexley,2020-11-24,forecast,64,68,24,37,51,59,70,81,112
Bexley,2020-11-25,forecast,64,68,24,35,51,59,70,80,112
Bexley,2020-11-26,forecast,66,70,28,34,51,60,72,84,122
Bexley,2020-11-27,forecast,51,55,24,26,38,46,57,67,100
Bexley,2020-11-28,forecast,35,39,18,17,26,31,39,48,72
Bexley,2020-11-29,forecast,32,35,18,14,23,28,35,42,67
Bexley,2020-11-30,forecast,55,62,35,24,39,48,61,76,123
Bexley,2020-12-01,forecast,40,47,29,17,28,35,46,57,97
Bexley,2020-12-02,forecast,40,48,34,16,28,35,47,58,106
Bexley,2020-12-03,forecast,40,49,36,16,28,35,47,60,106
Bexley,2020-12-04,forecast,32,40,35,11,21,27,37,47,92
Bexley,2020-12-05,forecast,22,28,25,7,14,19,26,34,66
Bexley,2020-12-06,forecast,19,26,27,6,12,16,23,31,64
Brent,2020-11-23,forecast,97,99,23,66,83,91,103,113,142
Brent,2020-11-24,forecast,90,93,24,58,76,84,96,107,135
Brent,2020-11-25,forecast,91,95,29,58,75,85,98,110,148
Brent,2020-11-26,forecast,91,97,34,55,74,84,99,113,156
Brent,2020-11-27,forecast,71,77,32,40,56,65,77,89,134
Brent,2020-11-28,forecast,54,61,33,29,42,48,59,70,112
Brent,2020-11-29,forecast,42,49,33,21,32,38,46,56,96
Brent,2020-11-30,forecast,75,92,77,36,55,67,84,103,198
Brent,2020-12-01,forecast,69,90,96,31,49,61,78,97,202
Brent,2020-12-02,forecast,69,97,133,29,47,60,79,103,225
Brent,2020-12-03,forecast,69,105,179,28,47,60,82,106,253
Brent,2020-12-04,forecast,52,88,186,20,35,45,62,84,226
Brent,2020-12-05,forecast,40,75,202,14,26,34,48,67,190
Brent,2020-12-06,forecast,31,66,231,10,20,27,38,52,165
Bromley,2020-11-23,forecast,55,57,17,32,44,50,59,67,88
Bromley,2020-11-24,forecast,45,47,17,25,36,41,49,56,78
Bromley,2020-11-25,forecast,45,49,19,25,35,41,49,58,84
Bromley,2020-11-26,forecast,31,33,14,16,24,28,34,40,59
Bromley,2020-11-27,forecast,29,32,15,14,22,26,33,39,61
Bromley,2020-11-28,forecast,21,23,12,9,15,19,23,28,47
Bromley,2020-11-29,forecast,19,22,13,8,13,16,22,27,45
Bromley,2020-11-30,forecast,27,32,21,12,19,23,31,39,69
Bromley,2020-12-01,forecast,22,27,19,9,15,19,26,33,64
Bromley,2020-12-02,forecast,22,28,23,9,15,19,26,35,70
Bromley,2020-12-03,forecast,14,19,18,5,9,13,17,23,50
Bromley,2020-12-04,forecast,14,19,19,5,9,12,17,23,49
Bromley,2020-12-05,forecast,10,15,17,3,6,8,12,17,39
Bromley,2020-12-06,forecast,9,14,18,3,5,7,11,16,39
Camden,2020-11-23,forecast,38,40,13,22,31,35,42,47,64
Camden,2020-11-24,forecast,27,29,11,14,22,25,30,35,50
Camden,2020-11-25,forecast,27,29,11,14,21,25,30,35,50
Camden,2020-11-26,forecast,23,25,11,11,18,21,26,30,45
Camden,2020-11-27,forecast,23,25,12,10,16,20,25,30,47
Camden,2020-11-28,forecast,13,15,9,5,9,11,15,18,31
Camden,2020-11-29,forecast,11,13,9,4,8,10,13,16,28
Camden,2020-11-30,forecast,24,29,21,9,16,20,27,34,65
Camden,2020-12-01,forecast,17,21,19,6,11,14,20,26,51
Camden,2020-12-02,forecast,16,22,25,5,11,14,19,26,58
Camden,2020-12-03,forecast,14,19,25,4,8,11,16,22,53
Camden,2020-12-04,forecast,13,20,32,4,8,11,16,22,55
Camden,2020-12-05,forecast,8,13,24,2,4,6,9,13,34
Camden,2020-12-06,forecast,7,12,27,1,4,5,8,12,34
Croydon,2020-11-23,forecast,87,89,19,60,76,82,91,100,122
Croydon,2020-11-24,forecast,69,71,19,45,58,65,74,83,104
Croydon,2020-11-25,forecast,70,73,23,44,57,65,75,84,114
Croydon,2020-11-26,forecast,58,62,24,34,46,53,63,72,106
Croydon,2020-11-27,forecast,59,67,33,33,47,54,65,78,122
Croydon,2020-11-28,forecast,34,40,25,17,25,31,38,47,80
Croydon,2020-11-29,forecast,31,38,30,14,23,28,35,44,85
Croydon,2020-11-30,forecast,50,68,68,23,36,44,58,76,155
Croydon,2020-12-01,forecast,41,59,82,17,28,34,47,63,148
Croydon,2020-12-02,forecast,40,64,103,17,27,34,48,67,168
Croydon,2020-12-03,forecast,33,60,130,12,21,28,40,58,157
Croydon,2020-12-04,forecast,33,71,195,12,21,28,41,62,195
Croydon,2020-12-05,forecast,19,46,146,6,12,15,23,37,129
Croydon,2020-12-06,forecast,17,50,197,5,10,14,22,35,135
Ealing,2020-11-23,forecast,108,111,30,68,90,101,116,129,163
Ealing,2020-11-24,forecast,79,82,25,47,64,73,85,96,128
Ealing,2020-11-25,forecast,80,83,27,46,64,74,87,98,135
Ealing,2020-11-26,forecast,74,78,28,41,59,68,80,92,131
Ealing,2020-11-27,forecast,65,70,30,34,50,59,71,83,123
Ealing,2020-11-28,forecast,47,52,24,23,36,43,53,64,93
Ealing,2020-11-29,forecast,44,49,27,20,33,39,48,58,92
Ealing,2020-11-30,forecast,71,83,57,32,51,63,80,98,167
Ealing,2020-12-01,forecast,51,62,55,22,37,45,59,73,130
Ealing,2020-12-02,forecast,52,65,69,20,36,45,59,76,142
Ealing,2020-12-03,forecast,47,63,102,18,31,41,55,73,145
Ealing,2020-12-04,forecast,41,58,105,15,26,34,48,64,130
