region,date,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Lincolnshire,2020-12-09,forecast,293,308,101,172,239,273,314,359,498
Lincolnshire,2020-12-10,forecast,272,294,118,158,215,249,299,347,504
Lincolnshire,2020-12-11,forecast,263,291,137,142,201,239,291,348,523
Lincolnshire,2020-12-12,forecast,193,221,129,95,142,172,214,261,431
Lincolnshire,2020-12-13,forecast,172,203,141,78,121,152,196,235,421
Lincolnshire,2020-12-14,forecast,324,397,350,138,222,284,371,464,877
Lincolnshire,2020-12-15,forecast,290,377,356,116,194,249,335,440,895
Lincolnshire,2020-12-16,forecast,293,407,510,106,190,245,343,475,977
Lincolnshire,2020-12-17,forecast,275,408,585,93,174,233,331,448,1071
Lincolnshire,2020-12-18,forecast,268,435,768,87,161,220,326,461,1232
Lincolnshire,2020-12-19,forecast,196,352,887,56,113,159,242,353,970
Lincolnshire,2020-12-20,forecast,176,341,891,45,97,139,219,329,976
Northamptonshire,2020-12-07,forecast,188,192,51,120,156,177,199,221,288
Northamptonshire,2020-12-08,forecast,184,193,59,116,152,169,198,224,298
Northamptonshire,2020-12-09,forecast,202,217,82,115,163,186,220,254,370
Northamptonshire,2020-12-10,forecast,192,213,101,100,146,173,210,249,404
Northamptonshire,2020-12-11,forecast,191,222,135,93,141,169,212,264,463
Northamptonshire,2020-12-12,forecast,135,166,124,58,96,118,154,194,392
Northamptonshire,2020-12-13,forecast,143,195,191,61,100,127,171,222,494
Northamptonshire,2020-12-14,forecast,246,354,402,91,154,208,294,399,970
Northamptonshire,2020-12-15,forecast,236,390,604,76,149,197,285,425,1148
Northamptonshire,2020-12-16,forecast,265,488,1247,77,159,212,338,495,1487
Northamptonshire,2020-12-17,forecast,253,518,1358,64,146,202,321,491,1625
Northamptonshire,2020-12-18,forecast,249,611,2422,55,139,194,327,516,2010
Northamptonshire,2020-12-19,forecast,178,546,3163,36,91,134,241,392,1663
Northamptonshire,2020-12-20,forecast,196,699,4543,36,97,146,266,452,2282
Nottingham,2020-12-07,forecast,74,76,21,47,62,69,78,88,113
Nottingham,2020-12-08,forecast,55,58,19,33,45,51,60,67,93
Nottingham,2020-12-09,forecast,61,66,26,35,48,56,67,77,114
Nottingham,2020-12-10,forecast,53,60,31,28,40,48,59,72,112
Nottingham,2020-12-11,forecast,44,53,35,21,32,39,50,63,115
Nottingham,2020-12-12,forecast,33,44,38,15,24,29,38,49,107
Nottingham,2020-12-13,forecast,32,46,55,13,22,27,37,50,114
Nottingham,2020-12-14,forecast,46,75,105,18,30,39,55,76,216
Nottingham,2020-12-15,forecast,34,64,112,12,21,28,41,60,201
Nottingham,2020-12-16,forecast,37,82,199,12,23,30,46,69,252
Nottingham,2020-12-17,forecast,32,86,256,10,19,26,40,64,275
Nottingham,2020-12-18,forecast,26,87,298,8,15,21,34,56,287
Nottingham,2020-12-19,forecast,19,84,365,5,11,16,25,45,266
Nottingham,2020-12-20,forecast,18,102,505,4,9,14,25,46,304
Nottinghamshire,2020-12-07,forecast,226,231,49,159,197,216,238,260,316
Nottinghamshire,2020-12-08,forecast,201,207,52,135,171,188,214,238,304
Nottinghamshire,2020-12-09,forecast,207,218,65,132,173,193,224,251,335
Nottinghamshire,2020-12-10,forecast,189,203,75,113,152,173,206,236,344
Nottinghamshire,2020-12-11,forecast,192,213,96,111,150,175,211,250,379
Nottinghamshire,2020-12-12,forecast,154,177,95,81,115,138,171,213,348
Nottinghamshire,2020-12-13,forecast,155,187,124,75,112,136,178,222,390
Nottinghamshire,2020-12-14,forecast,274,348,276,118,190,235,320,412,825
Nottinghamshire,2020-12-15,forecast,247,337,337,98,162,209,292,395,834
Nottinghamshire,2020-12-16,forecast,256,372,444,95,161,214,311,416,995
Nottinghamshire,2020-12-17,forecast,232,365,498,81,140,189,284,402,1025
Nottinghamshire,2020-12-18,forecast,236,411,673,74,137,190,295,439,1246
Nottinghamshire,2020-12-19,forecast,198,371,759,54,107,153,251,366,1121
Nottinghamshire,2020-12-20,forecast,195,418,990,49,102,151,254,395,1328
Rutland,2020-12-07,forecast,8,9,6,2,5,6,9,12,20
Rutland,2020-12-08,forecast,8,10,8,1,5,7,9,12,24
Rutland,2020-12-09,forecast,5,7,9,1,3,4,6,8,18
Rutland,2020-12-10,forecast,8,13,37,1,5,7,10,14,34
Rutland,2020-12-11,forecast,9,17,111,1,5,7,11,17,43
Rutland,2020-12-12,forecast,7,23,313,1,3,6,10,16,50
Rutland,2020-12-13,forecast,8,44,964,1,4,6,11,18,65
Rutland,2020-12-14,forecast,13,199,6434,1,5,9,17,31,166
Rutland,2020-12-15,forecast,14,384,13795,1,5,9,19,36,189
Rutland,2020-12-16,forecast,9,1577,67097,0,3,6,12,24,150
Rutland,2020-12-17,forecast,14,6945,301776,1,5,10,21,47,350
Rutland,2020-12-18,forecast,15,20652,905089,1,5,10,23,57,492
Rutland,2020-12-19,forecast,13,37230,1641843,0,4,8,21,52,551
Rutland,2020-12-20,forecast,14,22980,982292,0,4,8,23,65,770
Bedford,2020-12-07,forecast,41,43,15,23,33,38,45,52,71
Bedford,2020-12-08,forecast,39,41,16,20,30,35,43,49,71
Bedford,2020-12-09,forecast,45,49,21,23,33,41,49,59,86
Bedford,2020-12-10,forecast,35,40,21,16,26,31,39,49,73
Bedford,2020-12-11,forecast,41,48,30,19,29,36,46,57,95
Bedford,2020-12-12,forecast,34,41,30,14,24,30,39,49,96
Bedford,2020-12-13,forecast,38,49,44,14,25,33,44,59,118
Bedford,2020-12-14,forecast,57,80,96,21,37,49,68,91,206
Bedford,2020-12-15,forecast,53,82,123,18,34,45,64,89,226
Bedford,2020-12-16,forecast,63,102,163,18,38,52,76,108,289
Bedford,2020-12-17,forecast,50,89,179,13,28,40,62,91,256
Bedford,2020-12-18,forecast,58,123,367,14,32,46,73,112,362
Bedford,2020-12-19,forecast,48,112,335,11,25,38,63,98,329
Bedford,2020-12-20,forecast,54,146,506,11,27,42,71,117,436
Cambridgeshire,2020-12-07,forecast,100,105,34,59,82,92,108,122,166
Cambridgeshire,2020-12-08,forecast,101,108,41,57,80,93,110,127,185
Cambridgeshire,2020-12-09,forecast,100,110,51,51,76,90,110,133,205
Cambridgeshire,2020-12-10,forecast,108,125,70,51,79,96,123,151,253
Cambridgeshire,2020-12-11,forecast,94,115,83,40,66,82,108,136,253
Cambridgeshire,2020-12-12,forecast,68,89,80,25,44,58,79,105,237
Cambridgeshire,2020-12-13,forecast,79,113,131,27,49,65,96,128,314
Cambridgeshire,2020-12-14,forecast,146,238,306,45,89,119,182,261,743
Cambridgeshire,2020-12-15,forecast,152,274,460,40,84,122,187,287,889
Cambridgeshire,2020-12-16,forecast,146,309,618,35,79,116,193,306,1097
Cambridgeshire,2020-12-17,forecast,162,407,1247,33,82,123,215,343,1424
Cambridgeshire,2020-12-18,forecast,139,401,1212,26,66,106,188,331,1543
Cambridgeshire,2020-12-19,forecast,101,346,1175,16,44,75,137,255,1323
Cambridgeshire,2020-12-20,forecast,115,503,2301,16,50,85,170,314,1860
Central Bedfordshire,2020-12-07,forecast,93,98,34,53,74,86,101,116,160
Central Bedfordshire,2020-12-08,forecast,98,107,44,51,76,89,109,129,190
Central Bedfordshire,2020-12-09,forecast,122,135,62,61,92,110,135,164,247
Central Bedfordshire,2020-12-10,forecast,131,151,89,58,94,115,150,182,312
Central Bedfordshire,2020-12-11,forecast,153,188,136,62,107,133,179,228,428
Central Bedfordshire,2020-12-12,forecast,129,168,144,47,84,109,153,204,422
Central Bedfordshire,2020-12-13,forecast,172,243,259,57,106,141,208,284,646
Central Bedfordshire,2020-12-14,forecast,287,447,588,79,170,236,351,510,1312
Central Bedfordshire,2020-12-15,forecast,308,552,989,82,177,250,388,599,1684
Central Bedfordshire,2020-12-16,forecast,380,780,1877,89,199,296,486,780,2460
Central Bedfordshire,2020-12-17,forecast,424,982,3006,87,206,316,561,907,3052
Central Bedfordshire,2020-12-18,forecast,511,1301,4652,87,241,378,655,1115,4290
Central Bedfordshire,2020-12-19,forecast,426,1367,6103,69,184,319,568,1001,4694
Central Bedfordshire,2020-12-20,forecast,552,2176,11897,77,237,418,770,1364,6942
Essex,2020-12-07,forecast,927,943,153,714,839,890,967,1036,1223
Essex,2020-12-08,forecast,974,999,212,705,853,928,1023,1111,1383
Essex,2020-12-09,forecast,1176,1223,343,774,992,1100,1255,1393,1840
Essex,2020-12-10,forecast,1352,1452,539,822,1099,1247,1469,1664,2385
Essex,2020-12-11,forecast,1585,1779,881,884,1236,1436,1752,2078,3285
Essex,2020-12-12,forecast,1342,1571,965,681,1004,1196,1510,1842,3129
Essex,2020-12-13,forecast,1634,2033,1656,761,1173,1432,1876,2358,4489
Essex,2020-12-14,forecast,3499,4642,4987,1421,2344,2999,4043,5316,10847
Essex,2020-12-15,forecast,3726,5485,7870,1344,2412,3138,4396,6092,13993
Essex,2020-12-16,forecast,4652,7345,13559,1485,2830,3805,5567,7946,20274
Essex,2020-12-17,forecast,5360,9612,23717,1567,3115,4344,6613,9504,27386
Essex,2020-12-18,forecast,6254,12945,39434,1606,3548,5111,8025,11934,36199
Essex,2020-12-19,forecast,5444,12862,53510,1256,2844,4227,6896,10751,35568
Essex,2020-12-20,forecast,6558,18787,101129,1372,3410,5125,8653,14370,51484
Hertfordshire,2020-12-07,forecast,394,400,75,290,348,375,413,447,533
Hertfordshire,2020-12-08,forecast,399,407,90,273,342,377,422,462,565
Hertfordshire,2020-12-09,forecast,442,459,128,289,372,414,470,522,688
Hertfordshire,2020-12-10,forecast,450,478,165,273,369,415,489,556,775
Hertfordshire,2020-12-11,forecast,448,493,222,248,355,411,495,579,871
Hertfordshire,2020-12-12,forecast,372,421,218,185,280,337,417,509,794
Hertfordshire,2020-12-13,forecast,400,471,327,181,292,352,452,558,956
Hertfordshire,2020-12-14,forecast,699,876,741,288,479,612,813,1039,2010
Hertfordshire,2020-12-15,forecast,712,954,1102,258,471,619,838,1132,2354
Hertfordshire,2020-12-16,forecast,795,1154,1776,260,505,672,956,1289,2961
Hertfordshire,2020-12-17,forecast,804,1257,2133,237,498,669,1001,1380,3342
Hertfordshire,2020-12-18,forecast,822,1418,3469,216,482,680,1031,1498,3993
Hertfordshire,2020-12-19,forecast,684,1283,3956,163,379,554,858,1309,3705
Hertfordshire,2020-12-20,forecast,729,1572,7552,152,386,579,920,1449,4541
Luton,2020-12-07,forecast,103,106,32,62,84,96,110,124,164
Luton,2020-12-08,forecast,91,95,30,54,74,84,98,112,150
Luton,2020-12-09,forecast,99,104,36,57,80,91,107,122,166
Luton,2020-12-10,forecast,109,115,41,62,87,101,118,136,186
Luton,2020-12-11,forecast,93,100,40,52,74,85,102,118,172
Luton,2020-12-12,forecast,77,83,36,40,60,70,84,99,143
Luton,2020-12-13,forecast,77,85,44,38,59,69,84,102,157
Luton,2020-12-14,forecast,113,129,82,57,85,101,127,152,256
Luton,2020-12-15,forecast,99,116,82,48,74,89,112,136,234
Luton,2020-12-16,forecast,108,130,93,49,80,98,123,154,272
Luton,2020-12-17,forecast,118,148,170,53,87,105,133,170,322
Luton,2020-12-18,forecast,101,128,139,43,72,90,117,150,277
Luton,2020-12-19,forecast,85,110,124,35,59,74,98,125,251
Luton,2020-12-20,forecast,83,113,160,33,57,72,98,127,273
Norfolk,2020-12-07,forecast,184,195,70,100,145,168,201,233,320
Norfolk,2020-12-08,forecast,181,196,86,93,139,165,198,233,343
Norfolk,2020-12-09,forecast,173,194,100,85,130,157,191,231,370
Norfolk,2020-12-10,forecast,171,203,144,79,124,151,193,241,413
Norfolk,2020-12-11,forecast,186,236,201,80,128,162,216,277,544
Norfolk,2020-12-12,forecast,133,188,270,51,88,113,159,211,468
Norfolk,2020-12-13,forecast,119,192,423,41,77,99,142,194,486
Norfolk,2020-12-14,forecast,250,454,1249,80,147,204,302,438,1264
Norfolk,2020-12-15,forecast,244,529,2502,69,139,193,310,449,1441
Norfolk,2020-12-16,forecast,237,634,3361,58,126,182,305,464,1714
Norfolk,2020-12-17,forecast,234,865,7933,50,115,178,313,498,2075
Norfolk,2020-12-18,forecast,261,1273,14019,48,122,193,363,570,2656
Norfolk,2020-12-19,forecast,187,1323,17734,33,83,138,256,444,2447
Norfolk,2020-12-20,forecast,170,2215,47369,26,72,121,237,426,2526
Peterborough,2020-12-07,forecast,80,82,23,50,66,75,85,95,123
Peterborough,2020-12-08,forecast,72,74,23,41,58,66,77,86,116
Peterborough,2020-12-09,forecast,72,76,27,40,57,66,78,89,125
Peterborough,2020-12-10,forecast,68,74,31,37,53,61,75,89,131
Peterborough,2020-12-11,forecast,70,79,41,36,53,64,79,95,155
Peterborough,2020-12-12,forecast,54,61,37,24,39,47,60,73,123
Peterborough,2020-12-13,forecast,60,72,52,27,42,52,69,86,155
Peterborough,2020-12-14,forecast,93,119,107,40,63,80,107,140,282
Peterborough,2020-12-15,forecast,83,112,121,32,55,70,98,130,275
Peterborough,2020-12-16,forecast,86,123,156,30,54,71,101,140,311
Peterborough,2020-12-17,forecast,81,128,196,26,50,67,100,140,350
Peterborough,2020-12-18,forecast,84,146,301,25,51,69,106,150,411
Peterborough,2020-12-19,forecast,64,122,279,17,36,52,80,119,354
Peterborough,2020-12-20,forecast,72,152,486,17,39,57,91,139,429
Southend-on-Sea,2020-12-07,forecast,96,102,38,53,76,88,104,120,171
Southend-on-Sea,2020-12-08,forecast,107,117,50,57,82,97,117,140,211
Southend-on-Sea,2020-12-09,forecast,112,126,66,56,84,100,125,149,248
Southend-on-Sea,2020-12-10,forecast,152,181,128,67,110,135,172,214,387
Southend-on-Sea,2020-12-11,forecast,140,180,163,59,99,124,163,210,408
Southend-on-Sea,2020-12-12,forecast,133,183,232,49,88,113,154,207,462
Southend-on-Sea,2020-12-13,forecast,135,208,359,46,86,115,163,227,540
Southend-on-Sea,2020-12-14,forecast,239,446,1803,72,146,199,296,436,1217
Southend-on-Sea,2020-12-15,forecast,269,615,3791,75,157,219,350,524,1604
Southend-on-Sea,2020-12-16,forecast,286,790,6543,70,160,226,362,572,1980
Southend-on-Sea,2020-12-17,forecast,383,1332,13786,81,198,299,497,825,3408
Southend-on-Sea,2020-12-18,forecast,364,1786,27413,65,178,268,482,864,3519
Southend-on-Sea,2020-12-19,forecast,344,2447,48286,58,162,260,462,858,4081
Southend-on-Sea,2020-12-20,forecast,349,4093,100077,54,157,257,483,936,4866
Suffolk,2020-12-07,forecast,122,128,39,73,101,114,133,150,198
Suffolk,2020-12-08,forecast,127,134,49,70,101,115,137,158,225
Suffolk,2020-12-09,forecast,113,123,53,59,87,102,125,148,223
Suffolk,2020-12-10,forecast,138,161,93,68,102,124,156,191,327
Suffolk,2020-12-11,forecast,144,173,123,63,100,125,163,202,397
Suffolk,2020-12-12,forecast,106,139,126,42,71,92,125,165,336
Suffolk,2020-12-13,forecast,106,154,175,36,69,91,127,172,409
Suffolk,2020-12-14,forecast,195,317,489,61,117,161,238,329,862
Suffolk,2020-12-15,forecast,200,375,743,57,115,161,245,367,1079
Suffolk,2020-12-16,forecast,180,383,892,43,98,144,232,352,1157
Suffolk,2020-12-17,forecast,227,581,1855,48,113,168,294,465,1832
Suffolk,2020-12-18,forecast,230,720,2653,44,108,174,306,506,2300
Suffolk,2020-12-19,forecast,172,649,2715,27,79,126,229,402,2046
Suffolk,2020-12-20,forecast,174,855,5098,25,76,127,239,418,2458
Thurrock,2020-12-07,forecast,166,170,45,106,139,155,176,196,252
Thurrock,2020-12-08,forecast,170,178,59,102,137,157,183,210,289
Thurrock,2020-12-09,forecast,186,208,96,105,145,169,206,247,374
Thurrock,2020-12-10,forecast,214,247,146,102,156,189,240,297,501
Thurrock,2020-12-11,forecast,268,335,266,114,189,236,310,387,774
Thurrock,2020-12-12,forecast,240,324,318,92,159,206,283,370,833
Thurrock,2020-12-13,forecast,281,420,553,100,179,234,333,469,1145
Thurrock,2020-12-14,forecast,686,1166,1993,196,399,565,858,1216,3436
Thurrock,2020-12-15,forecast,720,1398,3122,183,390,570,915,1360,4303
Thurrock,2020-12-16,forecast,826,1926,6073,187,419,633,1062,1668,6098
Thurrock,2020-12-17,forecast,929,2691,11914,184,450,698,1254,2037,8026
Thurrock,2020-12-18,forecast,1216,4386,26911,206,548,892,1641,2764,13218
Thurrock,2020-12-19,forecast,1084,4846,33042,161,468,758,1523,2743,14043
Thurrock,2020-12-20,forecast,1256,7721,77637,170,514,905,1845,3365,20738
Barking and Dagenham,2020-12-07,forecast,152,157,44,95,127,142,162,182,237
Barking and Dagenham,2020-12-08,forecast,133,139,44,79,109,123,143,162,216
Barking and Dagenham,2020-12-09,forecast,168,178,59,101,136,156,182,207,287
Barking and Dagenham,2020-12-10,forecast,159,170,67,88,125,146,174,202,289
Barking and Dagenham,2020-12-11,forecast,163,178,79,89,127,148,177,211,316
Barking and Dagenham,2020-12-12,forecast,129,143,72,66,98,116,141,167,273
Barking and Dagenham,2020-12-13,forecast,130,153,98,68,100,118,146,179,307
Barking and Dagenham,2020-12-14,forecast,229,278,228,111,168,205,260,320,584
Barking and Dagenham,2020-12-15,forecast,200,254,229,91,145,177,232,294,573
Barking and Dagenham,2020-12-16,forecast,248,337,416,111,175,219,287,380,818
Barking and Dagenham,2020-12-17,forecast,239,339,575,103,167,208,276,366,817
Barking and Dagenham,2020-12-18,forecast,246,372,871,97,167,210,288,387,905
Barking and Dagenham,2020-12-19,forecast,186,305,708,76,127,162,220,318,813
Barking and Dagenham,2020-12-20,forecast,197,337,1058,72,130,168,237,335,894
Barnet,2020-12-07,forecast,146,150,39,94,123,137,155,172,219
Barnet,2020-12-08,forecast,132,137,41,83,108,122,142,160,211
Barnet,2020-12-09,forecast,145,155,55,86,117,134,156,180,259
Barnet,2020-12-10,forecast,147,160,65,81,117,135,162,189,284
Barnet,2020-12-11,forecast,144,162,80,74,109,128,160,194,313
Barnet,2020-12-12,forecast,101,120,73,48,74,90,113,141,257
Barnet,2020-12-13,forecast,112,138,100,48,79,98,128,163,316
Barnet,2020-12-14,forecast,196,257,227,77,130,167,230,301,641
Barnet,2020-12-15,forecast,175,248,261,62,115,150,209,292,638
Barnet,2020-12-16,forecast,196,298,357,62,120,167,238,332,844
Barnet,2020-12-17,forecast,201,330,479,59,120,165,245,359,1019
Barnet,2020-12-18,forecast,199,354,595,50,110,157,242,361,1112
Barnet,2020-12-19,forecast,138,276,558,33,74,109,175,282,885
Barnet,2020-12-20,forecast,153,339,714,32,80,121,192,329,1164
Bexley,2020-12-07,forecast,155,161,49,93,128,144,165,188,252
Bexley,2020-12-08,forecast,136,142,49,78,108,124,146,168,233
Bexley,2020-12-09,forecast,152,163,65,80,120,138,164,195,282
Bexley,2020-12-10,forecast,171,190,93,84,129,155,188,229,355
Bexley,2020-12-11,forecast,159,187,109,75,118,143,181,226,377
Bexley,2020-12-12,forecast,125,149,101,52,86,108,143,179,330
Bexley,2020-12-13,forecast,127,163,137,49,84,109,147,196,397
Bexley,2020-12-14,forecast,253,355,354,89,164,214,297,406,954
Bexley,2020-12-15,forecast,224,336,386,70,137,187,273,386,942
Bexley,2020-12-16,forecast,249,412,549,69,148,203,313,469,1234
Bexley,2020-12-17,forecast,283,511,821,73,163,227,360,546,1554
Bexley,2020-12-18,forecast,270,538,975,61,148,214,350,545,1756
Bexley,2020-12-19,forecast,212,465,996,44,106,161,275,440,1546
Bexley,2020-12-20,forecast,214,541,1346,38,105,162,282,471,1881
Brent,2020-12-07,forecast,112,115,30,73,93,104,119,133,169
Brent,2020-12-08,forecast,124,129,39,77,102,115,132,150,204
Brent,2020-12-09,forecast,140,151,58,80,111,127,152,178,266
Brent,2020-12-10,forecast,161,183,86,88,125,145,181,221,345
Brent,2020-12-11,forecast,151,180,113,71,110,133,172,214,384
Brent,2020-12-12,forecast,138,173,130,60,96,119,161,207,402
Brent,2020-12-13,forecast,136,185,182,53,89,114,158,213,486
Brent,2020-12-14,forecast,252,379,471,88,155,209,305,431,1036
Brent,2020-12-15,forecast,285,481,749,89,171,231,354,524,1419
Brent,2020-12-16,forecast,329,616,1105,94,184,265,414,638,2010
Brent,2020-12-17,forecast,399,844,1897,98,213,311,510,805,2761
Brent,2020-12-18,forecast,363,933,2744,84,185,286,491,817,3130
Brent,2020-12-19,forecast,341,1005,3837,67,161,254,467,761,3406
Brent,2020-12-20,forecast,327,1206,6167,59,148,244,471,852,3959
Bromley,2020-12-07,forecast,182,187,52,113,151,170,194,219,278
Bromley,2020-12-08,forecast,176,185,63,103,142,161,191,220,302
Bromley,2020-12-09,forecast,209,227,88,118,165,192,229,270,393
Bromley,2020-12-10,forecast,190,213,108,98,144,170,212,254,413
Bromley,2020-12-11,forecast,224,265,159,105,165,200,254,315,562
Bromley,2020-12-12,forecast,196,244,177,84,138,171,227,293,546
Bromley,2020-12-13,forecast,214,288,247,83,147,185,255,345,721
Bromley,2020-12-14,forecast,411,592,686,139,261,347,499,692,1592
Bromley,2020-12-15,forecast,408,638,827,124,247,338,493,710,1905
Bromley,2020-12-16,forecast,486,849,1605,137,285,391,608,900,2589
Bromley,2020-12-17,forecast,446,873,2156,108,242,351,565,873,2960
Bromley,2020-12-18,forecast,533,1193,3680,120,272,407,679,1124,3882
Bromley,2020-12-19,forecast,467,1193,4432,87,227,350,604,1031,4172
Bromley,2020-12-20,forecast,519,1556,8697,91,248,393,696,1232,4916
Camden,2020-12-07,forecast,74,78,26,42,59,68,81,92,126
Camden,2020-12-08,forecast,63,68,27,34,49,57,70,81,117
Camden,2020-12-09,forecast,74,82,41,37,55,66,82,98,151
Camden,2020-12-10,forecast,73,85,56,33,52,64,82,102,177
Camden,2020-12-11,forecast,81,103,105,34,56,70,95,121,231
Camden,2020-12-12,forecast,56,80,114,22,37,48,68,93,194
Camden,2020-12-13,forecast,55,90,191,19,36,47,69,96,239
Camden,2020-12-14,forecast,138,269,1256,41,82,113,175,258,700
Camden,2020-12-15,forecast,118,268,1433,32,66,97,155,239,693
Camden,2020-12-16,forecast,144,391,2680,33,74,111,185,305,999
Camden,2020-12-17,forecast,140,544,7198,29,71,107,189,322,1154
Camden,2020-12-18,forecast,156,859,13749,31,73,118,219,396,1619
Camden,2020-12-19,forecast,112,743,10977,19,48,81,167,295,1380
Camden,2020-12-20,forecast,111,1519,35916,17,47,80,161,327,1587
Croydon,2020-12-07,forecast,182,185,39,130,157,172,191,208,256
Croydon,2020-12-08,forecast,177,186,51,119,151,167,189,211,279
Croydon,2020-12-09,forecast,214,228,84,128,173,196,231,263,389
Croydon,2020-12-10,forecast,212,240,123,115,164,192,235,283,439
Croydon,2020-12-11,forecast,276,327,219,134,197,244,312,381,681
Croydon,2020-12-12,forecast,195,252,227,84,135,167,228,293,585
Croydon,2020-12-13,forecast,217,302,357,81,137,180,251,340,732
Croydon,2020-12-14,forecast,428,696,1088,142,254,349,531,732,1794
Croydon,2020-12-15,forecast,434,802,1681,125,242,343,540,793,2179
Croydon,2020-12-16,forecast,521,1142,2978,127,268,391,664,1018,3295
Croydon,2020-12-17,forecast,526,1380,4539,110,256,386,699,1110,3912
Croydon,2020-12-18,forecast,672,2186,8731,128,311,500,915,1547,6060
Croydon,2020-12-19,forecast,494,2005,9773,83,207,350,679,1183,5128
Croydon,2020-12-20,forecast,537,2885,17479,76,214,375,767,1413,6760
Ealing,2020-12-07,forecast,129,133,35,82,109,121,138,152,194
Ealing,2020-12-08,forecast,107,112,34,66,88,99,115,131,174
Ealing,2020-12-09,forecast,118,128,49,68,95,109,128,148,221
Ealing,2020-12-10,forecast,120,136,65,68,93,108,133,160,252
