region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,id
Derbyshire,2021-01-02,NA,forecast,259,460,1316,87,161,215,321,453,1259,E10000007
Derbyshire,2021-01-03,NA,forecast,263,514,1676,81,155,214,328,482,1509,E10000007
Devon,2020-12-21,NA,forecast,215,221,57,142,181,202,229,254,324,E10000008
Devon,2020-12-22,NA,forecast,196,203,59,119,161,183,210,234,311,E10000008
Devon,2020-12-23,NA,forecast,206,216,70,121,167,190,222,255,343,E10000008
Devon,2020-12-24,NA,forecast,189,200,75,106,148,173,207,238,331,E10000008
Devon,2020-12-25,NA,forecast,187,202,85,98,144,169,206,244,357,E10000008
Devon,2020-12-26,NA,forecast,140,156,76,69,106,126,158,191,289,E10000008
Devon,2020-12-27,NA,forecast,152,175,102,70,111,135,173,213,349,E10000008
Devon,2020-12-28,NA,forecast,247,291,202,100,171,215,286,352,622,E10000008
Devon,2020-12-29,NA,forecast,224,270,235,83,148,192,259,333,603,E10000008
Devon,2020-12-30,NA,forecast,238,301,347,80,150,202,279,360,724,E10000008
Devon,2020-12-31,NA,forecast,214,286,393,67,130,176,259,348,713,E10000008
Devon,2021-01-01,NA,forecast,211,296,522,62,125,171,254,345,771,E10000008
Devon,2021-01-02,NA,forecast,159,244,848,41,89,127,196,276,644,E10000008
Devon,2021-01-03,NA,forecast,173,280,983,42,96,137,216,309,763,E10000008
Doncaster,2020-12-21,NA,forecast,108,110,23,76,93,102,114,124,151,E08000017
Doncaster,2020-12-22,NA,forecast,97,99,22,66,85,93,103,112,138,E08000017
Doncaster,2020-12-23,NA,forecast,93,95,24,61,79,88,99,109,137,E08000017
Doncaster,2020-12-24,NA,forecast,80,82,22,51,66,74,86,96,123,E08000017
Doncaster,2020-12-25,NA,forecast,75,78,24,45,61,69,81,91,121,E08000017
Doncaster,2020-12-26,NA,forecast,61,64,21,35,49,56,66,75,103,E08000017
Doncaster,2020-12-27,NA,forecast,59,62,23,32,47,54,64,74,104,E08000017
Doncaster,2020-12-28,NA,forecast,96,104,43,52,75,88,106,124,184,E08000017
Doncaster,2020-12-29,NA,forecast,87,94,42,44,66,78,95,112,171,E08000017
Doncaster,2020-12-30,NA,forecast,82,91,46,39,61,73,91,109,174,E08000017
Doncaster,2020-12-31,NA,forecast,70,79,43,32,51,62,79,95,156,E08000017
Doncaster,2021-01-01,NA,forecast,65,76,46,29,47,58,74,92,159,E08000017
Doncaster,2021-01-02,NA,forecast,54,63,42,22,37,46,61,77,135,E08000017
Doncaster,2021-01-03,NA,forecast,51,63,46,20,35,44,60,77,140,E08000017
Dorset,2020-12-21,NA,forecast,90,94,29,54,74,84,97,110,148,E06000059
Dorset,2020-12-22,NA,forecast,97,102,36,55,77,89,105,122,169,E06000059
Dorset,2020-12-23,NA,forecast,98,105,44,51,76,89,108,126,185,E06000059
Dorset,2020-12-24,NA,forecast,121,136,69,61,90,108,136,162,258,E06000059
Dorset,2020-12-25,NA,forecast,113,132,81,51,82,100,128,157,276,E06000059
Dorset,2020-12-26,NA,forecast,91,111,87,37,62,78,104,133,242,E06000059
Dorset,2020-12-27,NA,forecast,103,136,129,39,69,89,121,158,332,E06000059
Dorset,2020-12-28,NA,forecast,197,279,350,65,125,164,236,317,698,E06000059
Dorset,2020-12-29,NA,forecast,209,323,520,62,127,172,252,352,842,E06000059
Dorset,2020-12-30,NA,forecast,210,361,685,56,122,170,259,375,1008,E06000059
Dorset,2020-12-31,NA,forecast,263,514,1312,63,150,214,333,489,1478,E06000059
Dorset,2021-01-01,NA,forecast,245,544,1869,54,130,192,312,475,1579,E06000059
Dorset,2021-01-02,NA,forecast,198,502,2108,37,100,155,258,408,1417,E06000059
Dorset,2021-01-03,NA,forecast,228,685,3296,38,110,173,300,486,1900,E06000059
Dudley,2020-12-21,NA,forecast,176,177,28,136,158,169,183,194,226,E08000027
Dudley,2020-12-22,NA,forecast,167,169,30,123,148,159,174,188,222,E08000027
Dudley,2020-12-23,NA,forecast,174,178,38,124,151,165,183,199,247,E08000027
Dudley,2020-12-24,NA,forecast,179,185,46,122,152,168,190,210,268,E08000027
Dudley,2020-12-25,NA,forecast,178,187,56,116,149,167,191,215,291,E08000027
Dudley,2020-12-26,NA,forecast,148,157,55,90,120,136,160,182,256,E08000027
Dudley,2020-12-27,NA,forecast,141,153,62,79,112,130,155,182,266,E08000027
Dudley,2020-12-28,NA,forecast,251,279,131,133,193,228,277,333,521,E08000027
Dudley,2020-12-29,NA,forecast,242,274,148,119,180,214,270,330,533,E08000027
Dudley,2020-12-30,NA,forecast,249,292,184,116,183,222,279,353,602,E08000027
Dudley,2020-12-31,NA,forecast,258,312,234,112,183,226,296,376,676,E08000027
Dudley,2021-01-01,NA,forecast,259,323,273,105,177,224,300,390,745,E08000027
Dudley,2021-01-02,NA,forecast,213,276,284,79,142,183,250,329,656,E08000027
Dudley,2021-01-03,NA,forecast,205,277,292,72,135,173,246,330,683,E08000027
Ealing,2020-12-21,NA,forecast,381,391,88,266,329,360,404,444,555,E09000009
Ealing,2020-12-22,NA,forecast,325,336,89,211,274,304,348,386,498,E09000009
Ealing,2020-12-23,NA,forecast,354,369,111,219,291,329,382,432,569,E09000009
Ealing,2020-12-24,NA,forecast,367,391,138,209,292,338,400,465,645,E09000009
Ealing,2020-12-25,NA,forecast,359,387,155,193,277,325,398,467,683,E09000009
Ealing,2020-12-26,NA,forecast,259,286,131,126,194,234,290,349,534,E09000009
Ealing,2020-12-27,NA,forecast,271,305,158,118,193,237,311,383,599,E09000009
Ealing,2020-12-28,NA,forecast,479,553,321,185,327,418,555,696,1168,E09000009
Ealing,2020-12-29,NA,forecast,408,486,318,143,266,349,481,622,1087,E09000009
Ealing,2020-12-30,NA,forecast,439,548,415,137,279,368,527,706,1305,E09000009
Ealing,2020-12-31,NA,forecast,449,584,480,130,275,374,548,748,1461,E09000009
Ealing,2021-01-01,NA,forecast,437,596,556,116,259,355,544,756,1567,E09000009
Ealing,2021-01-02,NA,forecast,317,449,463,73,177,254,394,564,1249,E09000009
Ealing,2021-01-03,NA,forecast,326,490,566,67,177,260,413,609,1436,E09000009
East Riding of Yorkshire,2020-12-21,NA,forecast,95,96,21,65,82,90,100,109,134,E06000011
East Riding of Yorkshire,2020-12-22,NA,forecast,84,85,21,55,71,78,89,97,122,E06000011
East Riding of Yorkshire,2020-12-23,NA,forecast,75,78,22,47,62,70,80,90,118,E06000011
East Riding of Yorkshire,2020-12-24,NA,forecast,74,78,26,43,60,69,80,91,125,E06000011
East Riding of Yorkshire,2020-12-25,NA,forecast,64,69,28,35,50,59,71,82,118,E06000011
East Riding of Yorkshire,2020-12-26,NA,forecast,60,66,32,30,45,54,66,79,118,E06000011
East Riding of Yorkshire,2020-12-27,NA,forecast,46,52,31,22,34,41,52,63,101,E06000011
East Riding of Yorkshire,2020-12-28,NA,forecast,84,99,69,37,61,75,96,120,201,E06000011
East Riding of Yorkshire,2020-12-29,NA,forecast,74,90,87,30,52,63,84,107,196,E06000011
East Riding of Yorkshire,2020-12-30,NA,forecast,65,84,95,24,44,56,77,99,196,E06000011
East Riding of Yorkshire,2020-12-31,NA,forecast,64,88,150,22,42,54,76,101,210,E06000011
East Riding of Yorkshire,2021-01-01,NA,forecast,56,82,188,17,34,47,67,91,203,E06000011
East Riding of Yorkshire,2021-01-02,NA,forecast,52,81,260,15,31,43,63,88,208,E06000011
East Riding of Yorkshire,2021-01-03,NA,forecast,40,68,276,10,23,32,48,70,176,E06000011
East Sussex,2020-12-21,NA,forecast,646,668,165,438,552,610,686,762,963,E10000011
East Sussex,2020-12-22,NA,forecast,575,601,176,367,480,540,615,690,918,E10000011
East Sussex,2020-12-23,NA,forecast,528,562,195,320,431,488,574,654,902,E10000011
East Sussex,2020-12-24,NA,forecast,493,542,240,281,388,451,542,633,975,E10000011
East Sussex,2020-12-25,NA,forecast,509,590,347,267,388,459,568,694,1150,E10000011
East Sussex,2020-12-26,NA,forecast,367,441,315,178,266,324,415,517,927,E10000011
East Sussex,2020-12-27,NA,forecast,349,449,478,152,246,303,402,513,1003,E10000011
East Sussex,2020-12-28,NA,forecast,654,932,1365,263,443,566,772,1044,2246,E10000011
East Sussex,2020-12-29,NA,forecast,576,901,1719,210,370,486,690,955,2270,E10000011
East Sussex,2020-12-30,NA,forecast,520,919,2329,171,318,430,635,912,2450,E10000011
East Sussex,2020-12-31,NA,forecast,484,970,3161,142,284,390,605,897,2691,E10000011
East Sussex,2021-01-01,NA,forecast,501,1189,5518,135,276,403,633,995,3189,E10000011
East Sussex,2021-01-02,NA,forecast,350,987,5258,86,189,272,456,729,2600,E10000011
East Sussex,2021-01-03,NA,forecast,336,1281,11598,74,170,257,437,722,2831,E10000011
Enfield,2020-12-21,NA,forecast,436,445,92,315,381,415,458,498,608,E09000010
Enfield,2020-12-22,NA,forecast,382,394,89,268,330,361,404,446,559,E09000010
Enfield,2020-12-23,NA,forecast,357,370,96,239,301,335,381,423,548,E09000010
Enfield,2020-12-24,NA,forecast,358,376,113,227,296,334,384,433,590,E09000010
Enfield,2020-12-25,NA,forecast,308,331,119,185,250,285,338,385,550,E09000010
Enfield,2020-12-26,NA,forecast,210,230,96,119,163,191,233,269,410,E09000010
Enfield,2020-12-27,NA,forecast,218,245,123,115,165,197,242,287,466,E09000010
Enfield,2020-12-28,NA,forecast,294,341,203,148,217,262,330,402,699,E09000010
Enfield,2020-12-29,NA,forecast,253,302,209,118,178,221,287,359,657,E09000010
Enfield,2020-12-30,NA,forecast,230,290,238,101,161,201,264,335,684,E09000010
Enfield,2020-12-31,NA,forecast,229,300,302,96,154,195,267,348,720,E09000010
Enfield,2021-01-01,NA,forecast,196,272,333,75,129,167,231,310,684,E09000010
Enfield,2021-01-02,NA,forecast,132,193,294,48,84,111,155,218,518,E09000010
Enfield,2021-01-03,NA,forecast,135,212,424,47,85,112,164,231,591,E09000010
Essex,2020-12-21,NA,forecast,2501,2537,364,1993,2277,2412,2592,2763,3187,E10000012
Essex,2020-12-22,NA,forecast,2231,2263,375,1706,2008,2147,2323,2489,2927,E10000012
Essex,2020-12-23,NA,forecast,2247,2293,446,1651,1980,2146,2359,2559,3120,E10000012
Essex,2020-12-24,NA,forecast,2108,2166,508,1455,1807,1986,2232,2458,3102,E10000012
Essex,2020-12-25,NA,forecast,2124,2192,590,1380,1779,1983,2257,2496,3270,E10000012
Essex,2020-12-26,NA,forecast,1452,1521,487,880,1183,1342,1551,1766,2443,E10000012
Essex,2020-12-27,NA,forecast,1530,1643,606,879,1218,1408,1680,1946,2774,E10000012
Essex,2020-12-28,NA,forecast,2630,2856,1230,1401,2013,2389,2889,3397,5116,E10000012
Essex,2020-12-29,NA,forecast,2300,2538,1228,1128,1705,2051,2543,3056,4771,E10000012
Essex,2020-12-30,NA,forecast,2256,2575,1420,1031,1637,2014,2564,3124,5151,E10000012
Essex,2020-12-31,NA,forecast,2116,2462,1548,894,1478,1842,2408,2993,5199,E10000012
Essex,2021-01-01,NA,forecast,2114,2538,1833,826,1414,1817,2414,3106,5681,E10000012
Essex,2021-01-02,NA,forecast,1437,1778,1392,520,943,1216,1674,2158,4188,E10000012
Essex,2021-01-03,NA,forecast,1512,1942,1666,507,975,1285,1782,2371,4724,E10000012
Flintshire,2020-12-21,NA,forecast,48,55,35,15,30,40,56,71,122,W06000005
Flintshire,2020-12-22,NA,forecast,56,66,43,18,37,49,66,83,151,W06000005
Flintshire,2020-12-23,NA,forecast,54,65,45,16,34,46,63,82,152,W06000005
Flintshire,2020-12-24,NA,forecast,80,96,67,25,51,68,94,121,222,W06000005
Flintshire,2020-12-25,NA,forecast,69,84,60,21,44,59,81,108,194,W06000005
Flintshire,2020-12-26,NA,forecast,68,88,77,20,42,58,82,110,215,W06000005
Flintshire,2020-12-27,NA,forecast,65,85,77,19,40,54,78,104,225,W06000005
Flintshire,2020-12-28,NA,forecast,63,86,104,17,38,52,76,105,225,W06000005
Flintshire,2020-12-29,NA,forecast,73,105,124,19,44,61,88,129,280,W06000005
Flintshire,2020-12-30,NA,forecast,71,108,135,18,42,59,88,124,301,W06000005
Flintshire,2020-12-31,NA,forecast,107,158,192,28,62,88,131,186,447,W06000005
Flintshire,2021-01-01,NA,forecast,90,149,243,21,52,74,113,164,426,W06000005
Flintshire,2021-01-02,NA,forecast,92,159,322,21,50,72,116,168,466,W06000005
Flintshire,2021-01-03,NA,forecast,88,160,543,21,48,69,110,158,474,W06000005
Gateshead,2020-12-21,NA,forecast,97,100,27,62,81,90,103,115,149,E08000037
Gateshead,2020-12-22,NA,forecast,115,121,37,70,94,107,125,142,189,E08000037
Gateshead,2020-12-23,NA,forecast,138,148,56,78,109,126,151,176,248,E08000037
Gateshead,2020-12-24,NA,forecast,133,148,70,68,102,120,148,177,268,E08000037
Gateshead,2020-12-25,NA,forecast,160,183,107,75,117,142,180,219,366,E08000037
Gateshead,2020-12-26,NA,forecast,154,186,134,64,108,135,176,222,406,E08000037
Gateshead,2020-12-27,NA,forecast,192,244,220,73,129,166,221,287,573,E08000037
Gateshead,2020-12-28,NA,forecast,327,459,596,112,213,281,390,524,1146,E08000037
Gateshead,2020-12-29,NA,forecast,398,609,1009,120,245,329,483,673,1633,E08000037
Gateshead,2020-12-30,NA,forecast,486,802,1609,129,287,394,595,862,2151,E08000037
Gateshead,2020-12-31,NA,forecast,464,899,2693,111,260,373,588,886,2477,E08000037
Gateshead,2021-01-01,NA,forecast,554,1223,4732,118,302,440,722,1116,3476,E08000037
Gateshead,2021-01-02,NA,forecast,549,1441,7515,103,279,423,716,1156,3930,E08000037
Gateshead,2021-01-03,NA,forecast,674,2053,12783,112,329,509,889,1482,5592,E08000037
Gloucestershire,2020-12-21,NA,forecast,248,253,57,170,213,234,262,287,350,E10000013
Gloucestershire,2020-12-22,NA,forecast,252,260,65,168,215,239,269,297,378,E10000013
Gloucestershire,2020-12-23,NA,forecast,254,264,77,162,212,236,271,304,404,E10000013
Gloucestershire,2020-12-24,NA,forecast,244,257,89,147,198,225,262,300,416,E10000013
Gloucestershire,2020-12-25,NA,forecast,267,288,116,152,212,245,291,336,503,E10000013
Gloucestershire,2020-12-26,NA,forecast,194,215,107,100,150,175,214,253,392,E10000013
Gloucestershire,2020-12-27,NA,forecast,202,232,152,99,154,182,226,271,452,E10000013
Gloucestershire,2020-12-28,NA,forecast,345,414,307,158,252,308,390,486,861,E10000013
Gloucestershire,2020-12-29,NA,forecast,348,440,433,147,247,307,399,503,972,E10000013
Gloucestershire,2020-12-30,NA,forecast,350,464,576,138,238,305,408,516,1064,E10000013
Gloucestershire,2020-12-31,NA,forecast,336,472,700,122,223,290,398,522,1134,E10000013
Gloucestershire,2021-01-01,NA,forecast,367,560,1350,122,237,312,431,584,1399,E10000013
Gloucestershire,2021-01-02,NA,forecast,267,442,1202,83,164,226,321,447,1121,E10000013
Gloucestershire,2021-01-03,NA,forecast,281,500,1424,77,170,232,341,480,1315,E10000013
Greenwich,2020-12-21,NA,forecast,411,421,98,283,353,387,435,476,601,E09000011
Greenwich,2020-12-22,NA,forecast,368,381,100,246,313,346,392,434,559,E09000011
Greenwich,2020-12-23,NA,forecast,409,426,125,258,337,379,441,495,653,E09000011
Greenwich,2020-12-24,NA,forecast,399,419,148,230,316,365,429,493,689,E09000011
Greenwich,2020-12-25,NA,forecast,344,376,153,192,273,317,378,446,672,E09000011
Greenwich,2020-12-26,NA,forecast,257,284,135,131,192,230,285,344,530,E09000011
Greenwich,2020-12-27,NA,forecast,247,280,153,114,178,218,279,335,557,E09000011
Greenwich,2020-12-28,NA,forecast,492,580,376,206,342,427,564,716,1246,E09000011
Greenwich,2020-12-29,NA,forecast,435,532,421,162,289,372,501,649,1200,E09000011
Greenwich,2020-12-30,NA,forecast,471,607,553,165,301,404,561,744,1460,E09000011
Greenwich,2020-12-31,NA,forecast,457,613,686,145,281,379,547,744,1544,E09000011
Greenwich,2021-01-01,NA,forecast,404,568,699,118,240,330,492,681,1514,E09000011
Greenwich,2021-01-02,NA,forecast,296,443,724,77,166,241,365,515,1217,E09000011
Greenwich,2021-01-03,NA,forecast,282,449,731,66,154,225,358,502,1309,E09000011
Gwynedd,2020-12-21,NA,forecast,13,15,10,3,8,11,15,19,33,W06000002
Gwynedd,2020-12-22,NA,forecast,15,18,13,4,9,13,18,24,43,W06000002
Gwynedd,2020-12-23,NA,forecast,16,19,15,4,10,13,19,25,46,W06000002
Gwynedd,2020-12-24,NA,forecast,27,35,27,8,17,23,33,44,85,W06000002
Gwynedd,2020-12-25,NA,forecast,24,30,30,6,14,20,29,38,76,W06000002
Gwynedd,2020-12-26,NA,forecast,24,33,44,5,14,20,29,40,84,W06000002
Gwynedd,2020-12-27,NA,forecast,25,36,48,6,14,20,30,43,96,W06000002
Gwynedd,2020-12-28,NA,forecast,20,31,56,4,11,16,26,37,83,W06000002
Gwynedd,2020-12-29,NA,forecast,25,41,112,5,13,20,32,46,121,W06000002
Gwynedd,2020-12-30,NA,forecast,26,44,101,4,13,20,33,49,129,W06000002
Gwynedd,2020-12-31,NA,forecast,45,88,564,8,23,35,58,87,241,W06000002
Gwynedd,2021-01-01,NA,forecast,38,81,538,7,19,29,50,78,234,W06000002
Gwynedd,2021-01-02,NA,forecast,39,93,692,6,19,29,51,82,258,W06000002
Gwynedd,2021-01-03,NA,forecast,39,112,1207,6,19,30,52,85,316,W06000002
Halton,2020-12-21,NA,forecast,51,52,15,31,42,47,55,61,79,E06000006
Halton,2020-12-22,NA,forecast,47,49,15,27,38,43,51,58,76,E06000006
Halton,2020-12-23,NA,forecast,47,49,17,27,37,43,50,58,79,E06000006
Halton,2020-12-24,NA,forecast,45,47,18,24,35,41,49,57,79,E06000006
Halton,2020-12-25,NA,forecast,44,47,20,22,34,40,48,57,83,E06000006
Halton,2020-12-26,NA,forecast,45,48,23,21,33,40,49,58,88,E06000006
Halton,2020-12-27,NA,forecast,48,53,28,22,35,43,54,64,101,E06000006
Halton,2020-12-28,NA,forecast,77,88,51,35,56,68,86,105,176,E06000006
Halton,2020-12-29,NA,forecast,71,84,56,31,50,62,81,101,176,E06000006
Halton,2020-12-30,NA,forecast,70,86,66,29,49,61,81,102,198,E06000006
Halton,2020-12-31,NA,forecast,68,86,73,25,46,58,79,102,195,E06000006
Halton,2021-01-01,NA,forecast,66,87,83,24,44,56,78,102,212,E06000006
Halton,2021-01-02,NA,forecast,67,91,99,23,44,56,79,105,226,E06000006
Halton,2021-01-03,NA,forecast,72,103,126,23,46,61,87,118,267,E06000006
Hammersmith and Fulham,2020-12-21,NA,forecast,179,181,35,131,158,170,187,202,243,E09000013
Hammersmith and Fulham,2020-12-22,NA,forecast,159,163,37,111,138,151,168,184,231,E09000013
Hammersmith and Fulham,2020-12-23,NA,forecast,164,170,45,111,139,153,174,194,250,E09000013
Hammersmith and Fulham,2020-12-24,NA,forecast,145,153,49,91,119,135,156,178,245,E09000013
Hammersmith and Fulham,2020-12-25,NA,forecast,131,143,55,79,107,121,144,167,242,E09000013
Hammersmith and Fulham,2020-12-26,NA,forecast,90,99,46,50,69,82,99,117,183,E09000013
Hammersmith and Fulham,2020-12-27,NA,forecast,72,83,44,37,55,65,81,98,162,E09000013
Hammersmith and Fulham,2020-12-28,NA,forecast,130,156,103,62,95,116,148,186,326,E09000013
Hammersmith and Fulham,2020-12-29,NA,forecast,112,141,112,50,78,98,130,168,317,E09000013
Hammersmith and Fulham,2020-12-30,NA,forecast,113,150,135,48,77,97,133,177,357,E09000013
Hammersmith and Fulham,2020-12-31,NA,forecast,98,138,146,39,64,84,117,159,346,E09000013
Hammersmith and Fulham,2021-01-01,NA,forecast,88,133,162,32,57,74,108,149,354,E09000013
Hammersmith and Fulham,2021-01-02,NA,forecast,60,96,130,21,37,50,73,104,268,E09000013
Hammersmith and Fulham,2021-01-03,NA,forecast,47,83,136,15,29,39,60,88,244,E09000013
Hampshire,2020-12-21,NA,forecast,739,752,148,535,646,702,777,844,1013,E10000014
Hampshire,2020-12-22,NA,forecast,794,815,189,550,683,750,837,919,1146,E10000014
Hampshire,2020-12-23,NA,forecast,854,891,247,567,722,799,910,1022,1333,E10000014
Hampshire,2020-12-24,NA,forecast,875,930,324,537,713,811,941,1073,1482,E10000014
Hampshire,2020-12-25,NA,forecast,927,1018,444,535,736,853,1018,1194,1788,E10000014
Hampshire,2020-12-26,NA,forecast,723,822,461,386,552,656,805,970,1538,E10000014
Hampshire,2020-12-27,NA,forecast,806,960,652,397,591,717,914,1133,1931,E10000014
Hampshire,2020-12-28,NA,forecast,1373,1708,1461,619,964,1195,1574,2005,3748,E10000014
Hampshire,2020-12-29,NA,forecast,1471,1958,2347,605,997,1257,1713,2228,4489,E10000014
Hampshire,2020-12-30,NA,forecast,1584,2269,3675,601,1033,1343,1878,2575,5492,E10000014
Hampshire,2020-12-31,NA,forecast,1626,2516,4972,537,1004,1340,1958,2709,6206,E10000014
Hampshire,2021-01-01,NA,forecast,1735,2946,8543,535,1022,1413,2088,3022,7543,E10000014
Hampshire,2021-01-02,NA,forecast,1340,2569,9679,383,768,1086,1663,2457,6676,E10000014
Hampshire,2021-01-03,NA,forecast,1496,3291,17052,397,828,1193,1905,2941,8486,E10000014
Haringey,2020-12-21,NA,forecast,405,415,89,287,353,385,428,467,575,E09000014
Haringey,2020-12-22,NA,forecast,366,374,90,247,309,344,387,425,541,E09000014
Haringey,2020-12-23,NA,forecast,423,435,113,272,355,394,450,503,639,E09000014
Haringey,2020-12-24,NA,forecast,417,430,127,249,341,386,447,501,666,E09000014
Haringey,2020-12-25,NA,forecast,461,479,158,261,366,421,497,568,767,E09000014
Haringey,2020-12-26,NA,forecast,347,362,131,183,268,315,378,435,597,E09000014
Haringey,2020-12-27,NA,forecast,365,385,155,172,275,330,401,474,663,E09000014
Haringey,2020-12-28,NA,forecast,601,645,289,269,440,538,671,802,1165,E09000014
Haringey,2020-12-29,NA,forecast,540,588,299,213,381,471,607,740,1130,E09000014
Haringey,2020-12-30,NA,forecast,618,686,372,225,426,538,715,867,1363,E09000014
Haringey,2020-12-31,NA,forecast,606,683,398,201,403,522,702,876,1421,E09000014
Haringey,2021-01-01,NA,forecast,676,773,492,207,439,578,783,993,1688,E09000014
Haringey,2021-01-02,NA,forecast,506,592,423,140,316,426,593,761,1327,E09000014
Haringey,2021-01-03,NA,forecast,532,640,464,134,319,445,639,835,1506,E09000014
Harrow,2020-12-21,NA,forecast,302,310,70,211,261,286,319,348,435,E09000015
Harrow,2020-12-22,NA,forecast,286,295,75,191,243,269,304,337,428,E09000015
Harrow,2020-12-23,NA,forecast,266,277,79,171,219,247,285,321,423,E09000015
Harrow,2020-12-24,NA,forecast,270,283,91,160,218,248,291,331,451,E09000015
Harrow,2020-12-25,NA,forecast,282,301,108,163,224,259,307,357,500,E09000015
Harrow,2020-12-26,NA,forecast,201,216,89,105,154,181,221,261,378,E09000015
Harrow,2020-12-27,NA,forecast,203,225,105,102,153,182,229,273,426,E09000015
Harrow,2020-12-28,NA,forecast,331,373,202,148,237,291,373,456,742,E09000015
Harrow,2020-12-29,NA,forecast,306,357,213,127,218,269,357,442,740,E09000015
Harrow,2020-12-30,NA,forecast,286,342,226,109,194,248,333,427,763,E09000015
Harrow,2020-12-31,NA,forecast,287,349,258,100,186,242,336,432,795,E09000015
Harrow,2021-01-01,NA,forecast,302,381,312,101,191,254,359,475,924,E09000015
Harrow,2021-01-02,NA,forecast,209,276,254,62,130,174,253,341,712,E09000015
Harrow,2021-01-03,NA,forecast,215,292,294,58,126,176,264,363,761,E09000015
Hartlepool,2020-12-21,NA,forecast,66,67,18,41,55,61,70,79,99,E06000001
Hartlepool,2020-12-22,NA,forecast,63,65,20,38,51,58,68,77,102,E06000001
Hartlepool,2020-12-23,NA,forecast,59,63,22,34,47,54,65,75,102,E06000001
Hartlepool,2020-12-24,NA,forecast,57,61,27,30,44,52,62,73,110,E06000001
Hartlepool,2020-12-25,NA,forecast,61,68,36,30,45,55,68,81,127,E06000001
Hartlepool,2020-12-26,NA,forecast,45,52,35,19,32,39,51,63,108,E06000001
Hartlepool,2020-12-27,NA,forecast,51,62,54,20,36,44,59,73,135,E06000001
Hartlepool,2020-12-28,NA,forecast,78,102,111,30,52,68,92,120,241,E06000001
Hartlepool,2020-12-29,NA,forecast,75,104,153,25,48,63,89,119,261,E06000001
Hartlepool,2020-12-30,NA,forecast,70,106,247,21,43,58,84,118,271,E06000001
Hartlepool,2020-12-31,NA,forecast,66,111,318,18,39,55,82,117,291,E06000001
Hartlepool,2021-01-01,NA,forecast,71,136,658,17,40,58,89,132,367,E06000001
Hartlepool,2021-01-02,NA,forecast,53,112,656,11,27,42,67,99,302,E06000001
Hartlepool,2021-01-03,NA,forecast,60,150,1206,12,31,47,78,122,389,E06000001
Havering,2020-12-21,NA,forecast,619,635,133,444,543,591,652,711,873,E09000016
Havering,2020-12-22,NA,forecast,505,522,127,346,435,478,535,595,749,E09000016
Havering,2020-12-23,NA,forecast,500,520,141,329,420,468,536,596,778,E09000016
Havering,2020-12-24,NA,forecast,506,533,166,318,417,472,546,619,829,E09000016
Havering,2020-12-25,NA,forecast,452,482,172,264,362,416,493,570,789,E09000016
Havering,2020-12-26,NA,forecast,357,385,156,194,275,324,394,461,670,E09000016
Havering,2020-12-27,NA,forecast,334,367,167,170,253,300,373,443,663,E09000016
Havering,2020-12-28,NA,forecast,541,613,332,258,394,483,605,741,1211,E09000016
Havering,2020-12-29,NA,forecast,427,499,302,189,301,374,494,616,1014,E09000016
Havering,2020-12-30,NA,forecast,418,504,346,173,290,361,485,624,1092,E09000016
Havering,2020-12-31,NA,forecast,419,517,398,160,277,357,489,644,1167,E09000016
Havering,2021-01-01,NA,forecast,372,477,414,135,238,311,441,595,1155,E09000016
Havering,2021-01-02,NA,forecast,287,389,386,97,180,241,352,479,983,E09000016
Havering,2021-01-03,NA,forecast,273,380,443,85,163,223,329,456,983,E09000016
"Herefordshire, County of",2020-12-21,NA,forecast,98,103,35,56,79,91,106,122,166,E06000019
"Herefordshire, County of",2020-12-22,NA,forecast,121,131,55,64,93,110,133,156,230,E06000019
"Herefordshire, County of",2020-12-23,NA,forecast,136,156,85,65,100,122,152,189,317,E06000019
"Herefordshire, County of",2020-12-24,NA,forecast,156,191,138,63,105,135,180,230,441,E06000019
"Herefordshire, County of",2020-12-25,NA,forecast,168,224,213,61,107,142,198,264,551,E06000019
"Herefordshire, County of",2020-12-26,NA,forecast,193,288,357,57,115,156,233,329,842,E06000019
"Herefordshire, County of",2020-12-27,NA,forecast,200,346,562,50,112,158,253,375,1070,E06000019
"Herefordshire, County of",2020-12-28,NA,forecast,428,884,1889,88,217,329,565,893,2938,E06000019
"Herefordshire, County of",2020-12-29,NA,forecast,534,1326,3747,91,245,403,714,1178,4282,E06000019
"Herefordshire, County of",2020-12-30,NA,forecast,608,1893,6994,86,254,434,845,1456,6461,E06000019
"Herefordshire, County of",2020-12-31,NA,forecast,696,2897,14052,82,276,482,997,1830,9261,E06000019
"Herefordshire, County of",2021-01-01,NA,forecast,745,4208,26891,76,275,507,1094,2162,12514,E06000019
"Herefordshire, County of",2021-01-02,NA,forecast,868,6417,42667,67,290,561,1303,2688,17830,E06000019
"Herefordshire, County of",2021-01-03,NA,forecast,916,9656,91692,63,285,583,1433,3092,23153,E06000019
Hertfordshire,2020-12-21,NA,forecast,1363,1380,205,1067,1239,1316,1417,1505,1743,E10000015
Hertfordshire,2020-12-22,NA,forecast,1281,1300,223,972,1140,1224,1337,1439,1702,E10000015
Hertfordshire,2020-12-23,NA,forecast,1428,1460,296,1033,1253,1358,1504,1628,1984,E10000015
Hertfordshire,2020-12-24,NA,forecast,1428,1481,376,986,1228,1348,1517,1675,2137,E10000015
