region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,id
Devon,2021-01-06,NA,forecast,105,129,95,47,75,91,121,152,280,E10000008
Devon,2021-01-07,NA,forecast,93,117,97,38,64,80,108,139,258,E10000008
Devon,2021-01-08,NA,forecast,82,108,105,31,54,70,97,128,250,E10000008
Devon,2021-01-09,NA,forecast,65,90,98,24,42,55,77,105,223,E10000008
Devon,2021-01-10,NA,forecast,68,99,129,23,43,57,82,112,247,E10000008
Doncaster,2020-12-28,NA,forecast,166,171,44,109,140,156,177,197,250,E08000017
Doncaster,2020-12-29,NA,forecast,159,166,48,100,133,149,171,192,252,E08000017
Doncaster,2020-12-30,NA,forecast,161,170,57,97,132,151,175,197,267,E08000017
Doncaster,2020-12-31,NA,forecast,142,153,63,83,113,130,155,179,260,E08000017
Doncaster,2021-01-01,NA,forecast,139,156,78,77,109,126,153,181,283,E08000017
Doncaster,2021-01-02,NA,forecast,132,154,99,70,101,119,148,179,298,E08000017
Doncaster,2021-01-03,NA,forecast,147,177,143,74,110,131,164,202,349,E08000017
Doncaster,2021-01-04,NA,forecast,244,309,314,114,176,216,278,350,664,E08000017
Doncaster,2021-01-05,NA,forecast,232,323,460,104,167,204,271,346,719,E08000017
Doncaster,2021-01-06,NA,forecast,234,347,626,99,161,201,275,369,801,E08000017
Doncaster,2021-01-07,NA,forecast,207,340,791,82,140,177,249,344,808,E08000017
Doncaster,2021-01-08,NA,forecast,203,376,1323,76,134,173,243,345,932,E08000017
Doncaster,2021-01-09,NA,forecast,195,401,1541,69,123,162,238,346,968,E08000017
Doncaster,2021-01-10,NA,forecast,213,501,2606,71,131,177,261,388,1164,E08000017
Dorset,2020-12-28,NA,forecast,163,172,59,91,131,150,177,204,279,E06000059
Dorset,2020-12-29,NA,forecast,171,181,70,90,132,155,187,216,310,E06000059
Dorset,2020-12-30,NA,forecast,173,189,87,88,132,157,190,225,346,E06000059
Dorset,2020-12-31,NA,forecast,210,239,137,100,157,187,234,281,477,E06000059
Dorset,2021-01-01,NA,forecast,191,228,165,85,138,168,216,270,469,E06000059
Dorset,2021-01-02,NA,forecast,169,214,211,71,119,148,194,245,470,E06000059
Dorset,2021-01-03,NA,forecast,193,267,353,78,133,167,225,294,619,E06000059
Dorset,2021-01-04,NA,forecast,352,544,1260,127,228,298,414,557,1318,E06000059
Dorset,2021-01-05,NA,forecast,360,651,2262,120,230,305,431,607,1578,E06000059
Dorset,2021-01-06,NA,forecast,371,766,2971,115,224,305,455,658,1874,E06000059
Dorset,2021-01-07,NA,forecast,449,1118,5715,130,264,371,558,839,2538,E06000059
Dorset,2021-01-08,NA,forecast,407,1312,10911,104,231,329,508,778,2833,E06000059
Dorset,2021-01-09,NA,forecast,357,1391,12440,88,196,285,455,721,2841,E06000059
Dorset,2021-01-10,NA,forecast,412,2462,33711,91,225,328,528,865,3636,E06000059
Dudley,2020-12-28,NA,forecast,239,245,52,171,208,228,251,274,340,E08000027
Dudley,2020-12-29,NA,forecast,229,237,57,157,197,217,243,268,338,E08000027
Dudley,2020-12-30,NA,forecast,238,249,70,158,200,223,254,286,376,E08000027
Dudley,2020-12-31,NA,forecast,244,261,90,152,203,228,264,298,423,E08000027
Dudley,2021-01-01,NA,forecast,240,261,111,140,191,218,260,303,446,E08000027
Dudley,2021-01-02,NA,forecast,210,237,121,115,165,191,230,272,439,E08000027
Dudley,2021-01-03,NA,forecast,213,249,158,110,163,193,236,285,495,E08000027
Dudley,2021-01-04,NA,forecast,362,446,353,177,270,324,407,499,953,E08000027
Dudley,2021-01-05,NA,forecast,350,454,436,158,254,309,397,499,1000,E08000027
Dudley,2021-01-06,NA,forecast,365,506,592,155,259,317,422,548,1206,E08000027
Dudley,2021-01-07,NA,forecast,375,556,774,149,256,324,438,578,1373,E08000027
Dudley,2021-01-08,NA,forecast,365,587,1010,132,243,313,430,590,1469,E08000027
Dudley,2021-01-09,NA,forecast,320,573,1222,106,210,270,394,540,1488,E08000027
Dudley,2021-01-10,NA,forecast,328,636,1581,103,202,272,393,566,1657,E08000027
Ealing,2020-12-28,NA,forecast,522,539,134,353,444,491,558,614,780,E09000009
Ealing,2020-12-29,NA,forecast,448,468,127,293,380,422,481,537,700,E09000009
Ealing,2020-12-30,NA,forecast,490,516,168,303,398,453,531,598,823,E09000009
Ealing,2020-12-31,NA,forecast,472,510,205,272,377,432,516,595,871,E09000009
Ealing,2021-01-01,NA,forecast,455,510,253,249,354,414,501,594,931,E09000009
Ealing,2021-01-02,NA,forecast,354,412,259,179,269,318,396,478,805,E09000009
Ealing,2021-01-03,NA,forecast,364,444,354,175,269,326,410,506,925,E09000009
Ealing,2021-01-04,NA,forecast,610,802,910,262,434,530,701,894,1796,E09000009
Ealing,2021-01-05,NA,forecast,525,738,1051,212,357,455,614,803,1706,E09000009
Ealing,2021-01-06,NA,forecast,574,875,1620,210,370,484,674,890,2194,E09000009
Ealing,2021-01-07,NA,forecast,542,935,2346,185,343,458,650,891,2363,E09000009
Ealing,2021-01-08,NA,forecast,528,1015,3065,164,326,437,637,888,2643,E09000009
Ealing,2021-01-09,NA,forecast,407,917,3955,120,239,336,496,709,2273,E09000009
Ealing,2021-01-10,NA,forecast,420,1116,5981,114,242,337,525,770,2772,E09000009
East Riding of Yorkshire,2020-12-28,NA,forecast,129,132,35,82,107,120,138,154,195,E06000011
East Riding of Yorkshire,2020-12-29,NA,forecast,120,126,40,74,99,111,129,145,197,E06000011
East Riding of Yorkshire,2020-12-30,NA,forecast,109,117,45,63,87,101,119,137,194,E06000011
East Riding of Yorkshire,2020-12-31,NA,forecast,112,125,60,62,88,102,123,145,225,E06000011
East Riding of Yorkshire,2021-01-01,NA,forecast,98,114,74,51,75,89,109,131,218,E06000011
East Riding of Yorkshire,2021-01-02,NA,forecast,102,126,114,51,75,91,117,144,258,E06000011
East Riding of Yorkshire,2021-01-03,NA,forecast,88,116,137,40,63,77,101,127,262,E06000011
East Riding of Yorkshire,2021-01-04,NA,forecast,155,225,344,69,109,135,181,240,534,E06000011
East Riding of Yorkshire,2021-01-05,NA,forecast,144,235,648,59,99,125,171,234,570,E06000011
East Riding of Yorkshire,2021-01-06,NA,forecast,135,250,849,48,87,114,162,222,617,E06000011
East Riding of Yorkshire,2021-01-07,NA,forecast,136,302,1730,44,85,112,166,236,732,E06000011
East Riding of Yorkshire,2021-01-08,NA,forecast,121,316,1956,37,72,98,149,219,791,E06000011
East Riding of Yorkshire,2021-01-09,NA,forecast,126,417,3934,36,72,100,159,240,895,E06000011
East Riding of Yorkshire,2021-01-10,NA,forecast,107,468,5357,28,59,84,134,210,888,E06000011
East Sussex,2020-12-28,NA,forecast,558,584,187,331,450,518,604,683,920,E10000011
East Sussex,2020-12-29,NA,forecast,474,508,194,266,373,435,518,604,853,E10000011
East Sussex,2020-12-30,NA,forecast,395,433,198,209,305,359,432,511,775,E10000011
East Sussex,2020-12-31,NA,forecast,366,427,275,184,277,328,410,501,846,E10000011
East Sussex,2021-01-01,NA,forecast,339,425,406,162,246,301,386,487,907,E10000011
East Sussex,2021-01-02,NA,forecast,268,369,595,119,189,235,308,396,829,E10000011
East Sussex,2021-01-03,NA,forecast,244,380,1131,100,168,209,289,385,860,E10000011
East Sussex,2021-01-04,NA,forecast,439,842,5067,164,284,373,522,749,1934,E10000011
East Sussex,2021-01-05,NA,forecast,370,913,8597,133,234,308,451,650,1948,E10000011
East Sussex,2021-01-06,NA,forecast,304,1012,11974,97,183,248,377,580,1950,E10000011
East Sussex,2021-01-07,NA,forecast,284,1694,36984,87,164,227,358,559,2200,E10000011
East Sussex,2021-01-08,NA,forecast,252,2497,70855,72,141,200,328,553,2471,E10000011
East Sussex,2021-01-09,NA,forecast,200,3361,99254,52,109,155,266,456,2306,E10000011
East Sussex,2021-01-10,NA,forecast,187,6408,246958,45,94,138,254,436,2689,E10000011
Enfield,2020-12-28,NA,forecast,653,676,177,434,553,613,697,777,995,E09000010
Enfield,2020-12-29,NA,forecast,594,622,189,373,493,551,638,724,964,E09000010
Enfield,2020-12-30,NA,forecast,605,649,240,358,491,561,659,759,1073,E09000010
Enfield,2020-12-31,NA,forecast,622,691,347,345,485,564,687,813,1257,E09000010
Enfield,2021-01-01,NA,forecast,554,643,410,288,421,498,621,750,1258,E09000010
Enfield,2021-01-02,NA,forecast,458,557,453,221,333,404,517,640,1201,E09000010
Enfield,2021-01-03,NA,forecast,491,651,755,228,353,429,561,734,1521,E09000010
Enfield,2021-01-04,NA,forecast,722,1059,1681,300,491,616,863,1163,2704,E09000010
Enfield,2021-01-05,NA,forecast,656,1067,2528,250,434,555,786,1090,2911,E09000010
Enfield,2021-01-06,NA,forecast,668,1218,3451,230,422,552,811,1171,3578,E09000010
Enfield,2021-01-07,NA,forecast,675,1459,5691,219,410,550,842,1251,4352,E09000010
Enfield,2021-01-08,NA,forecast,597,1561,9955,177,350,483,767,1216,4518,E09000010
Enfield,2021-01-09,NA,forecast,497,1575,12479,135,276,398,642,1028,4344,E09000010
Enfield,2021-01-10,NA,forecast,535,2200,23136,131,292,422,709,1182,5776,E09000010
Essex,2020-12-28,NA,forecast,2788,2872,730,1811,2361,2621,2967,3306,4174,E10000012
Essex,2020-12-29,NA,forecast,2451,2550,725,1583,2032,2270,2630,2951,3848,E10000012
Essex,2020-12-30,NA,forecast,2467,2599,870,1496,2014,2283,2673,3001,4159,E10000012
Essex,2020-12-31,NA,forecast,2255,2438,980,1293,1799,2061,2468,2861,4130,E10000012
Essex,2021-01-01,NA,forecast,2165,2424,1237,1204,1700,1978,2386,2836,4427,E10000012
Essex,2021-01-02,NA,forecast,1647,1898,1154,848,1254,1490,1826,2175,3768,E10000012
Essex,2021-01-03,NA,forecast,1796,2161,1671,880,1328,1612,2017,2471,4323,E10000012
Essex,2021-01-04,NA,forecast,2932,3787,3783,1343,2089,2582,3350,4229,8389,E10000012
Essex,2021-01-05,NA,forecast,2567,3523,4362,1052,1765,2230,2976,3948,8182,E10000012
Essex,2021-01-06,NA,forecast,2538,3816,6268,1006,1694,2208,2986,3982,9236,E10000012
Essex,2021-01-07,NA,forecast,2370,3880,8356,856,1531,1995,2785,3864,9486,E10000012
Essex,2021-01-08,NA,forecast,2238,4184,11495,747,1423,1884,2703,3867,10377,E10000012
Essex,2021-01-09,NA,forecast,1675,3540,12016,524,1036,1380,2065,2987,9158,E10000012
Essex,2021-01-10,NA,forecast,1826,4518,19828,541,1074,1503,2267,3385,11225,E10000012
Flintshire,2020-12-28,NA,forecast,87,99,60,30,57,75,101,126,214,W06000005
Flintshire,2020-12-29,NA,forecast,101,117,74,33,67,86,118,149,252,W06000005
Flintshire,2020-12-30,NA,forecast,99,114,72,33,64,84,115,145,250,W06000005
Flintshire,2020-12-31,NA,forecast,150,180,124,50,100,129,176,227,403,W06000005
Flintshire,2021-01-01,NA,forecast,128,154,114,42,83,108,149,190,354,W06000005
Flintshire,2021-01-02,NA,forecast,135,167,125,45,87,113,158,209,388,W06000005
Flintshire,2021-01-03,NA,forecast,138,171,133,43,86,116,163,215,404,W06000005
Flintshire,2021-01-04,NA,forecast,135,178,161,40,83,112,162,219,459,W06000005
Flintshire,2021-01-05,NA,forecast,157,211,205,43,98,132,187,257,541,W06000005
Flintshire,2021-01-06,NA,forecast,152,207,201,42,91,127,182,253,563,W06000005
Flintshire,2021-01-07,NA,forecast,237,342,430,67,143,196,286,397,917,W06000005
Flintshire,2021-01-08,NA,forecast,197,297,438,54,116,159,239,339,825,W06000005
Flintshire,2021-01-09,NA,forecast,209,329,446,54,121,170,260,375,968,W06000005
Flintshire,2021-01-10,NA,forecast,214,340,524,52,119,171,266,381,953,W06000005
Gateshead,2020-12-28,NA,forecast,130,134,37,82,108,121,139,156,203,E08000037
Gateshead,2020-12-29,NA,forecast,137,143,45,82,112,126,147,167,228,E08000037
Gateshead,2020-12-30,NA,forecast,149,158,58,86,119,137,162,186,260,E08000037
Gateshead,2020-12-31,NA,forecast,125,135,56,66,97,114,138,160,237,E08000037
Gateshead,2021-01-01,NA,forecast,124,138,67,62,93,112,138,165,256,E08000037
Gateshead,2021-01-02,NA,forecast,115,132,76,53,83,102,131,161,266,E08000037
Gateshead,2021-01-03,NA,forecast,131,159,111,55,93,115,152,192,336,E08000037
Gateshead,2021-01-04,NA,forecast,197,246,200,74,132,168,230,295,567,E08000037
Gateshead,2021-01-05,NA,forecast,208,273,261,73,134,176,244,326,672,E08000037
Gateshead,2021-01-06,NA,forecast,220,310,347,70,137,183,262,365,798,E08000037
Gateshead,2021-01-07,NA,forecast,186,280,405,56,112,152,228,317,775,E08000037
Gateshead,2021-01-08,NA,forecast,182,299,513,49,106,151,229,329,843,E08000037
Gateshead,2021-01-09,NA,forecast,170,302,568,41,94,136,220,319,898,E08000037
Gateshead,2021-01-10,NA,forecast,197,379,870,44,102,151,255,379,1103,E08000037
Gloucestershire,2020-12-28,NA,forecast,278,286,78,175,231,258,296,331,429,E10000013
Gloucestershire,2020-12-29,NA,forecast,276,287,86,169,226,255,298,334,434,E10000013
Gloucestershire,2020-12-30,NA,forecast,271,286,98,160,221,250,294,335,455,E10000013
Gloucestershire,2020-12-31,NA,forecast,237,255,101,134,190,219,259,299,428,E10000013
Gloucestershire,2021-01-01,NA,forecast,250,276,131,132,194,228,275,324,491,E10000013
Gloucestershire,2021-01-02,NA,forecast,194,219,123,100,149,177,215,256,413,E10000013
Gloucestershire,2021-01-03,NA,forecast,196,228,156,96,146,175,220,271,454,E10000013
Gloucestershire,2021-01-04,NA,forecast,313,380,346,139,224,276,357,445,789,E10000013
Gloucestershire,2021-01-05,NA,forecast,313,396,410,132,216,272,361,457,887,E10000013
Gloucestershire,2021-01-06,NA,forecast,311,415,714,119,208,264,360,462,947,E10000013
Gloucestershire,2021-01-07,NA,forecast,266,383,813,99,176,226,317,416,936,E10000013
Gloucestershire,2021-01-08,NA,forecast,279,437,1379,94,178,236,331,455,1060,E10000013
Gloucestershire,2021-01-09,NA,forecast,221,372,1739,70,134,183,265,367,923,E10000013
Gloucestershire,2021-01-10,NA,forecast,224,417,2203,64,133,186,275,387,1053,E10000013
Greenwich,2020-12-28,NA,forecast,551,572,172,336,448,508,592,669,891,E09000011
Greenwich,2020-12-29,NA,forecast,493,526,192,292,400,459,535,613,857,E09000011
Greenwich,2020-12-30,NA,forecast,549,602,316,309,427,501,600,705,1022,E09000011
Greenwich,2020-12-31,NA,forecast,500,590,604,266,391,455,555,662,1062,E09000011
Greenwich,2021-01-01,NA,forecast,438,561,1060,217,328,389,496,609,1055,E09000011
Greenwich,2021-01-02,NA,forecast,379,573,2360,177,273,334,427,533,1056,E09000011
Greenwich,2021-01-03,NA,forecast,382,721,5790,166,268,332,437,554,1203,E09000011
Greenwich,2021-01-04,NA,forecast,724,1980,25580,285,480,614,855,1102,2743,E09000011
Greenwich,2021-01-05,NA,forecast,650,2837,45312,235,426,551,769,1041,2993,E09000011
Greenwich,2021-01-06,NA,forecast,713,7119,179679,242,453,597,857,1185,3849,E09000011
Greenwich,2021-01-07,NA,forecast,658,14462,438532,203,394,542,804,1143,4317,E09000011
Greenwich,2021-01-08,NA,forecast,572,29562,974387,165,331,468,708,1052,4252,E09000011
Greenwich,2021-01-09,NA,forecast,492,51157,1676181,127,273,392,609,929,4648,E09000011
Greenwich,2021-01-10,NA,forecast,486,88351,2598451,115,262,382,624,978,5569,E09000011
Gwynedd,2020-12-28,NA,forecast,13,16,11,3,8,11,16,21,36,W06000002
Gwynedd,2020-12-29,NA,forecast,14,17,13,4,9,12,17,22,40,W06000002
Gwynedd,2020-12-30,NA,forecast,16,19,14,4,9,13,19,24,45,W06000002
Gwynedd,2020-12-31,NA,forecast,25,30,23,7,15,21,30,39,73,W06000002
Gwynedd,2021-01-01,NA,forecast,19,23,18,4,11,15,23,30,57,W06000002
Gwynedd,2021-01-02,NA,forecast,21,26,21,5,12,17,25,33,64,W06000002
Gwynedd,2021-01-03,NA,forecast,22,29,25,5,13,18,26,37,73,W06000002
Gwynedd,2021-01-04,NA,forecast,18,24,25,3,10,14,22,31,66,W06000002
Gwynedd,2021-01-05,NA,forecast,19,26,26,4,10,15,23,33,69,W06000002
Gwynedd,2021-01-06,NA,forecast,21,29,30,4,11,17,26,37,84,W06000002
Gwynedd,2021-01-07,NA,forecast,33,49,59,6,17,26,41,60,143,W06000002
Gwynedd,2021-01-08,NA,forecast,24,39,56,4,12,19,31,46,116,W06000002
Gwynedd,2021-01-09,NA,forecast,26,43,70,4,13,21,33,50,126,W06000002
Gwynedd,2021-01-10,NA,forecast,28,50,102,4,14,21,35,55,152,W06000002
Halton,2020-12-28,NA,forecast,81,84,25,48,67,75,88,99,130,E06000006
Halton,2020-12-29,NA,forecast,75,79,25,44,61,70,82,93,123,E06000006
Halton,2020-12-30,NA,forecast,77,81,29,42,61,71,84,97,135,E06000006
Halton,2020-12-31,NA,forecast,76,82,31,42,61,70,84,98,137,E06000006
Halton,2021-01-01,NA,forecast,73,79,34,38,56,67,81,96,139,E06000006
Halton,2021-01-02,NA,forecast,78,84,40,39,58,70,86,102,150,E06000006
Halton,2021-01-03,NA,forecast,92,103,54,44,68,82,104,124,198,E06000006
Halton,2021-01-04,NA,forecast,144,166,104,65,105,129,163,197,329,E06000006
Halton,2021-01-05,NA,forecast,135,158,117,58,96,120,153,191,317,E06000006
Halton,2021-01-06,NA,forecast,138,166,137,56,96,121,157,201,362,E06000006
Halton,2021-01-07,NA,forecast,138,171,160,53,93,119,159,202,391,E06000006
Halton,2021-01-08,NA,forecast,132,171,234,47,87,114,152,196,392,E06000006
Halton,2021-01-09,NA,forecast,137,186,285,47,90,118,161,214,452,E06000006
Halton,2021-01-10,NA,forecast,167,231,471,53,106,140,197,262,546,E06000006
Hammersmith and Fulham,2020-12-28,NA,forecast,178,185,53,111,148,166,191,214,280,E09000013
Hammersmith and Fulham,2020-12-29,NA,forecast,162,172,63,97,132,150,176,199,273,E09000013
Hammersmith and Fulham,2020-12-30,NA,forecast,157,173,116,89,125,144,170,198,293,E09000013
Hammersmith and Fulham,2020-12-31,NA,forecast,134,158,209,71,103,121,147,176,287,E09000013
Hammersmith and Fulham,2021-01-01,NA,forecast,119,165,621,60,89,106,134,165,297,E09000013
Hammersmith and Fulham,2021-01-02,NA,forecast,92,165,1297,43,67,82,104,133,267,E09000013
Hammersmith and Fulham,2021-01-03,NA,forecast,81,205,2586,35,57,71,94,123,263,E09000013
Hammersmith and Fulham,2021-01-04,NA,forecast,129,720,14926,54,88,110,153,210,552,E09000013
Hammersmith and Fulham,2021-01-05,NA,forecast,117,1689,44817,43,76,98,140,197,599,E09000013
Hammersmith and Fulham,2021-01-06,NA,forecast,111,4453,127103,40,70,92,134,202,672,E09000013
Hammersmith and Fulham,2021-01-07,NA,forecast,94,8808,258879,31,57,77,116,181,697,E09000013
Hammersmith and Fulham,2021-01-08,NA,forecast,85,30448,941860,26,49,69,105,171,740,E09000013
Hammersmith and Fulham,2021-01-09,NA,forecast,64,63875,1989308,18,36,51,82,136,689,E09000013
Hammersmith and Fulham,2021-01-10,NA,forecast,55,101601,3075084,15,31,44,74,124,712,E09000013
Hampshire,2020-12-28,NA,forecast,1044,1079,285,677,876,975,1119,1248,1589,E10000014
Hampshire,2020-12-29,NA,forecast,1104,1160,367,688,908,1029,1193,1341,1820,E10000014
Hampshire,2020-12-30,NA,forecast,1157,1245,499,684,937,1064,1253,1444,2051,E10000014
Hampshire,2020-12-31,NA,forecast,1114,1240,712,611,868,1019,1226,1441,2193,E10000014
Hampshire,2021-01-01,NA,forecast,1093,1293,1171,566,833,990,1214,1475,2459,E10000014
Hampshire,2021-01-02,NA,forecast,948,1215,2187,453,692,838,1071,1334,2477,E10000014
Hampshire,2021-01-03,NA,forecast,1032,1456,4501,459,733,906,1179,1498,3129,E10000014
Hampshire,2021-01-04,NA,forecast,1645,2864,19956,655,1105,1414,1929,2524,5822,E10000014
Hampshire,2021-01-05,NA,forecast,1756,3930,44936,634,1146,1492,2094,2797,7169,E10000014
Hampshire,2021-01-06,NA,forecast,1826,5761,97647,615,1132,1521,2204,3064,8720,E10000014
Hampshire,2021-01-07,NA,forecast,1761,8352,187051,524,1064,1443,2190,3138,9632,E10000014
Hampshire,2021-01-08,NA,forecast,1731,13802,399375,478,1008,1402,2134,3228,11096,E10000014
Hampshire,2021-01-09,NA,forecast,1505,22829,763141,385,828,1191,1913,2930,10832,E10000014
Hampshire,2021-01-10,NA,forecast,1648,49538,1811472,372,870,1298,2125,3370,14212,E10000014
Haringey,2020-12-28,NA,forecast,493,511,139,318,415,461,529,590,764,E09000014
Haringey,2020-12-29,NA,forecast,438,454,130,276,361,407,466,525,692,E09000014
Haringey,2020-12-30,NA,forecast,477,497,155,283,388,441,513,584,781,E09000014
Haringey,2020-12-31,NA,forecast,434,458,154,254,347,399,472,541,747,E09000014
Haringey,2021-01-01,NA,forecast,442,476,179,244,354,408,484,567,809,E09000014
Haringey,2021-01-02,NA,forecast,360,387,159,190,275,324,396,463,687,E09000014
Haringey,2021-01-03,NA,forecast,372,403,175,188,281,337,411,486,713,E09000014
Haringey,2021-01-04,NA,forecast,558,617,308,255,409,497,619,748,1189,E09000014
Haringey,2021-01-05,NA,forecast,482,551,303,206,346,427,551,678,1110,E09000014
Haringey,2021-01-06,NA,forecast,524,606,364,213,366,453,598,755,1264,E09000014
Haringey,2021-01-07,NA,forecast,476,561,373,185,324,416,546,701,1194,E09000014
Haringey,2021-01-08,NA,forecast,494,595,423,178,323,424,574,732,1353,E09000014
Haringey,2021-01-09,NA,forecast,391,482,365,134,253,334,460,605,1091,E09000014
Haringey,2021-01-10,NA,forecast,405,511,430,131,256,343,477,632,1215,E09000014
Harrow,2020-12-28,NA,forecast,467,480,125,300,393,437,497,552,702,E09000015
Harrow,2020-12-29,NA,forecast,461,479,138,289,383,428,495,556,727,E09000015
Harrow,2020-12-30,NA,forecast,436,456,142,265,357,404,469,530,715,E09000015
Harrow,2020-12-31,NA,forecast,447,474,166,261,359,411,484,554,776,E09000015
Harrow,2021-01-01,NA,forecast,457,495,205,252,360,417,502,583,853,E09000015
Harrow,2021-01-02,NA,forecast,371,412,200,194,282,334,411,486,751,E09000015
Harrow,2021-01-03,NA,forecast,399,457,268,200,304,358,444,535,892,E09000015
Harrow,2021-01-04,NA,forecast,636,748,520,298,463,564,715,880,1504,E09000015
Harrow,2021-01-05,NA,forecast,627,767,642,278,449,549,713,890,1625,E09000015
Harrow,2021-01-06,NA,forecast,590,757,748,242,405,512,683,873,1746,E09000015
Harrow,2021-01-07,NA,forecast,606,810,1045,240,406,522,704,902,1882,E09000015
Harrow,2021-01-08,NA,forecast,608,869,1387,219,407,523,720,960,2102,E09000015
Harrow,2021-01-09,NA,forecast,500,761,1649,169,322,424,596,808,1936,E09000015
Harrow,2021-01-10,NA,forecast,548,874,1946,175,339,460,652,893,2216,E09000015
Hartlepool,2020-12-28,NA,forecast,114,119,40,66,91,104,124,140,192,E06000001
Hartlepool,2020-12-29,NA,forecast,118,127,51,63,92,108,128,150,218,E06000001
Hartlepool,2020-12-30,NA,forecast,117,131,70,61,88,105,128,155,249,E06000001
Hartlepool,2020-12-31,NA,forecast,112,133,96,53,84,100,125,153,278,E06000001
Hartlepool,2021-01-01,NA,forecast,124,162,165,57,88,109,142,180,374,E06000001
Hartlepool,2021-01-02,NA,forecast,107,158,254,46,76,93,126,167,392,E06000001
Hartlepool,2021-01-03,NA,forecast,134,228,616,52,89,114,159,215,587,E06000001
Hartlepool,2021-01-04,NA,forecast,216,449,1913,76,140,181,259,373,1177,E06000001
Hartlepool,2021-01-05,NA,forecast,219,601,3914,70,137,182,272,413,1479,E06000001
Hartlepool,2021-01-06,NA,forecast,217,809,6906,66,129,178,277,425,1809,E06000001
Hartlepool,2021-01-07,NA,forecast,215,1189,14308,57,119,169,274,446,2100,E06000001
Hartlepool,2021-01-08,NA,forecast,237,1898,26477,57,127,185,309,521,2887,E06000001
Hartlepool,2021-01-09,NA,forecast,208,2979,53818,47,109,161,273,491,3032,E06000001
Hartlepool,2021-01-10,NA,forecast,258,7204,164763,51,125,196,356,636,4783,E06000001
Havering,2020-12-28,NA,forecast,537,553,158,332,444,502,575,638,832,E09000016
Havering,2020-12-29,NA,forecast,440,459,141,268,360,410,471,532,718,E09000016
Havering,2020-12-30,NA,forecast,417,439,152,240,332,381,452,519,706,E09000016
Havering,2020-12-31,NA,forecast,408,440,177,227,323,372,447,522,749,E09000016
Havering,2021-01-01,NA,forecast,341,376,175,179,262,308,376,450,693,E09000016
Havering,2021-01-02,NA,forecast,288,327,186,149,217,258,320,387,631,E09000016
Havering,2021-01-03,NA,forecast,276,324,216,134,202,247,311,376,669,E09000016
Havering,2021-01-04,NA,forecast,422,529,476,190,302,370,482,614,1189,E09000016
Havering,2021-01-05,NA,forecast,338,451,525,146,234,295,389,512,1030,E09000016
Havering,2021-01-06,NA,forecast,322,459,730,130,219,275,378,500,1098,E09000016
Havering,2021-01-07,NA,forecast,315,484,1092,120,203,264,369,500,1204,E09000016
Havering,2021-01-08,NA,forecast,256,441,1175,93,166,215,308,438,1168,E09000016
Havering,2021-01-09,NA,forecast,219,410,1566,73,134,181,263,370,1062,E09000016
Havering,2021-01-10,NA,forecast,209,441,1785,66,126,173,255,374,1157,E09000016
"Herefordshire, County of",2020-12-28,NA,forecast,68,72,27,36,53,62,74,85,120,E06000019
"Herefordshire, County of",2020-12-29,NA,forecast,68,74,36,34,51,61,75,88,134,E06000019
"Herefordshire, County of",2020-12-30,NA,forecast,63,73,47,30,46,56,71,86,144,E06000019
"Herefordshire, County of",2020-12-31,NA,forecast,52,68,79,22,37,46,60,77,152,E06000019
"Herefordshire, County of",2021-01-01,NA,forecast,44,66,143,17,30,38,51,69,154,E06000019
"Herefordshire, County of",2021-01-02,NA,forecast,44,80,288,16,28,37,52,73,204,E06000019
"Herefordshire, County of",2021-01-03,NA,forecast,39,94,646,13,25,32,47,68,222,E06000019
"Herefordshire, County of",2021-01-04,NA,forecast,57,217,2687,17,34,46,69,107,416,E06000019
"Herefordshire, County of",2021-01-05,NA,forecast,56,345,4668,15,31,45,71,115,574,E06000019
"Herefordshire, County of",2021-01-06,NA,forecast,53,637,13129,13,27,40,68,112,635,E06000019
"Herefordshire, County of",2021-01-07,NA,forecast,42,1385,44304,10,21,32,58,99,683,E06000019
"Herefordshire, County of",2021-01-08,NA,forecast,36,2628,93319,7,17,27,50,91,741,E06000019
"Herefordshire, County of",2021-01-09,NA,forecast,35,6221,252079,6,16,25,49,97,1007,E06000019
"Herefordshire, County of",2021-01-10,NA,forecast,31,11820,448902,5,13,22,45,97,1101,E06000019
Hertfordshire,2020-12-28,NA,forecast,1738,1768,379,1215,1501,1641,1827,1999,2443,E10000015
Hertfordshire,2020-12-29,NA,forecast,1554,1602,379,1067,1342,1473,1646,1815,2293,E10000015
Hertfordshire,2020-12-30,NA,forecast,1622,1680,448,1072,1377,1526,1729,1920,2470,E10000015
Hertfordshire,2020-12-31,NA,forecast,1532,1605,506,958,1265,1427,1652,1859,2462,E10000015
Hertfordshire,2021-01-01,NA,forecast,1396,1493,550,850,1130,1295,1512,1736,2441,E10000015
Hertfordshire,2021-01-02,NA,forecast,1210,1318,598,690,969,1110,1329,1544,2243,E10000015
Hertfordshire,2021-01-03,NA,forecast,1261,1407,739,681,980,1149,1401,1664,2513,E10000015
Hertfordshire,2021-01-04,NA,forecast,2010,2296,1556,991,1501,1790,2251,2702,4379,E10000015
Hertfordshire,2021-01-05,NA,forecast,1801,2155,2149,845,1324,1583,2051,2522,4384,E10000015
Hertfordshire,2021-01-06,NA,forecast,1829,2283,2512,839,1314,1625,2109,2656,4848,E10000015
