region,date,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Rutland,2020-10-15,forecast,13,25,51,1,5,10,17,27,79
Rutland,2020-10-16,forecast,9,21,48,0,4,6,12,21,75
Rutland,2020-10-17,forecast,11,30,81,1,5,8,15,26,109
Rutland,2020-10-18,forecast,10,33,140,0,3,7,14,26,112
Rutland,2020-10-19,forecast,23,138,1261,1,8,15,33,61,309
Rutland,2020-10-20,forecast,19,133,1196,1,6,13,29,59,322
Rutland,2020-10-21,forecast,14,111,1203,0,4,9,22,44,258
Rutland,2020-10-22,forecast,23,259,3225,1,7,15,35,71,446
Rutland,2020-10-23,forecast,17,173,1468,0,5,10,26,60,463
Rutland,2020-10-24,forecast,20,568,9675,0,5,12,32,78,735
Rutland,2020-10-25,forecast,18,883,20947,0,5,11,30,78,718
Bedford,2020-10-12,forecast,16,18,13,5,10,14,18,23,40
Bedford,2020-10-13,forecast,10,12,9,3,6,8,12,15,27
Bedford,2020-10-14,forecast,13,17,16,3,8,11,15,20,41
Bedford,2020-10-15,forecast,9,12,17,2,5,8,11,15,31
Bedford,2020-10-16,forecast,10,14,23,2,6,8,12,17,37
Bedford,2020-10-17,forecast,6,10,15,1,3,5,8,11,28
Bedford,2020-10-18,forecast,6,10,32,1,3,5,7,10,30
Bedford,2020-10-19,forecast,9,21,131,2,5,7,12,18,54
Bedford,2020-10-20,forecast,6,15,87,1,3,4,7,11,36
Bedford,2020-10-21,forecast,7,24,165,1,4,6,10,16,60
Bedford,2020-10-22,forecast,5,22,205,0,2,4,7,11,52
Bedford,2020-10-23,forecast,6,40,657,0,2,4,7,13,61
Bedford,2020-10-24,forecast,4,43,898,0,1,3,5,8,46
Bedford,2020-10-25,forecast,3,61,1076,0,1,2,5,8,48
Cambridgeshire,2020-10-12,forecast,55,61,31,23,41,49,62,76,118
Cambridgeshire,2020-10-13,forecast,57,64,35,25,41,50,65,80,129
Cambridgeshire,2020-10-14,forecast,67,76,45,25,46,58,76,94,164
Cambridgeshire,2020-10-15,forecast,73,87,58,27,48,62,84,110,188
Cambridgeshire,2020-10-16,forecast,63,78,58,23,42,54,74,97,176
Cambridgeshire,2020-10-17,forecast,37,47,39,12,24,31,45,59,114
Cambridgeshire,2020-10-18,forecast,39,51,48,11,23,32,45,63,132
Cambridgeshire,2020-10-19,forecast,66,96,103,18,38,54,83,117,259
Cambridgeshire,2020-10-20,forecast,68,106,137,16,35,54,85,125,306
Cambridgeshire,2020-10-21,forecast,77,130,200,16,41,60,100,148,406
Cambridgeshire,2020-10-22,forecast,82,148,231,16,42,63,110,170,449
Cambridgeshire,2020-10-23,forecast,74,145,269,12,35,56,96,161,451
Cambridgeshire,2020-10-24,forecast,42,88,192,7,19,31,57,93,294
Cambridgeshire,2020-10-25,forecast,46,101,242,7,20,33,62,101,341
Central Bedfordshire,2020-10-12,forecast,26,28,14,11,18,23,29,35,55
Central Bedfordshire,2020-10-13,forecast,23,26,14,9,16,20,26,32,51
Central Bedfordshire,2020-10-14,forecast,33,39,23,13,23,29,38,48,85
Central Bedfordshire,2020-10-15,forecast,28,34,25,10,19,24,32,41,75
Central Bedfordshire,2020-10-16,forecast,33,41,33,11,21,28,38,50,101
Central Bedfordshire,2020-10-17,forecast,20,26,24,6,12,16,23,32,70
Central Bedfordshire,2020-10-18,forecast,26,38,44,7,16,21,31,43,103
Central Bedfordshire,2020-10-19,forecast,40,66,96,11,23,32,50,72,191
Central Bedfordshire,2020-10-20,forecast,36,64,121,8,20,29,45,69,188
Central Bedfordshire,2020-10-21,forecast,52,108,247,11,28,40,65,103,325
Central Bedfordshire,2020-10-22,forecast,43,111,358,9,23,34,57,93,338
Central Bedfordshire,2020-10-23,forecast,51,138,435,9,24,38,66,114,418
Central Bedfordshire,2020-10-24,forecast,30,104,442,5,14,23,40,71,281
Central Bedfordshire,2020-10-25,forecast,40,157,769,6,18,29,54,94,445
Essex,2020-10-12,forecast,179,187,54,114,151,168,192,214,283
Essex,2020-10-13,forecast,191,200,61,117,158,177,206,233,311
Essex,2020-10-14,forecast,196,208,72,116,160,183,213,243,339
Essex,2020-10-15,forecast,191,205,79,108,151,176,206,240,348
Essex,2020-10-16,forecast,182,198,84,95,141,166,201,235,350
Essex,2020-10-17,forecast,131,145,72,65,99,118,146,172,276
Essex,2020-10-18,forecast,123,142,83,61,93,111,139,168,272
Essex,2020-10-19,forecast,226,266,185,98,160,197,257,315,561
Essex,2020-10-20,forecast,239,290,225,96,162,205,278,351,636
Essex,2020-10-21,forecast,234,309,312,95,160,202,278,363,714
Essex,2020-10-22,forecast,232,310,365,83,153,198,276,360,756
Essex,2020-10-23,forecast,222,309,387,73,142,188,262,359,776
Essex,2020-10-24,forecast,157,233,351,50,99,132,193,263,621
Essex,2020-10-25,forecast,153,240,490,43,89,128,188,258,635
Hertfordshire,2020-10-12,forecast,159,167,52,98,132,148,172,194,262
Hertfordshire,2020-10-13,forecast,147,155,53,87,117,135,160,181,260
Hertfordshire,2020-10-14,forecast,155,165,63,85,121,142,168,195,282
Hertfordshire,2020-10-15,forecast,147,163,77,78,113,133,163,193,296
Hertfordshire,2020-10-16,forecast,134,154,81,66,101,121,153,187,309
Hertfordshire,2020-10-17,forecast,85,101,66,37,60,75,97,120,213
Hertfordshire,2020-10-18,forecast,76,94,68,32,52,66,88,114,212
Hertfordshire,2020-10-19,forecast,144,192,187,53,97,122,168,227,472
Hertfordshire,2020-10-20,forecast,133,183,219,46,84,111,159,211,446
Hertfordshire,2020-10-21,forecast,136,204,281,43,83,113,163,235,543
Hertfordshire,2020-10-22,forecast,128,206,297,37,75,105,159,234,592
Hertfordshire,2020-10-23,forecast,121,211,506,32,66,95,148,224,585
Hertfordshire,2020-10-24,forecast,74,146,341,18,40,57,93,149,453
Hertfordshire,2020-10-25,forecast,66,146,512,14,34,50,83,139,431
Luton,2020-10-12,forecast,32,37,23,11,22,28,38,47,77
Luton,2020-10-13,forecast,27,31,19,9,18,23,32,40,68
Luton,2020-10-14,forecast,27,32,21,9,18,23,31,40,69
Luton,2020-10-15,forecast,34,40,30,10,21,29,39,51,89
Luton,2020-10-16,forecast,34,43,33,11,21,29,41,54,102
Luton,2020-10-17,forecast,28,36,33,8,17,23,34,44,90
Luton,2020-10-18,forecast,27,37,40,7,16,23,33,45,96
Luton,2020-10-19,forecast,36,54,72,9,21,29,45,64,144
Luton,2020-10-20,forecast,31,46,59,7,17,25,38,55,124
Luton,2020-10-21,forecast,30,51,83,7,17,24,37,54,146
Luton,2020-10-22,forecast,36,69,138,8,19,29,46,70,202
Luton,2020-10-23,forecast,38,73,158,7,20,30,49,76,223
Luton,2020-10-24,forecast,29,65,186,6,15,22,38,59,209
Luton,2020-10-25,forecast,30,80,311,5,15,22,39,63,231
Norfolk,2020-10-12,forecast,81,94,57,29,56,72,94,119,208
Norfolk,2020-10-13,forecast,76,93,64,27,52,66,89,117,212
Norfolk,2020-10-14,forecast,60,74,61,19,39,51,69,91,179
Norfolk,2020-10-15,forecast,57,75,70,16,35,48,69,94,185
Norfolk,2020-10-16,forecast,59,88,122,17,36,50,72,102,234
Norfolk,2020-10-17,forecast,36,56,90,9,20,28,44,62,158
Norfolk,2020-10-18,forecast,34,63,134,8,19,27,43,64,181
Norfolk,2020-10-19,forecast,74,167,545,17,38,57,97,150,496
Norfolk,2020-10-20,forecast,69,198,1279,14,34,51,87,149,555
Norfolk,2020-10-21,forecast,52,224,2675,9,25,40,71,123,511
Norfolk,2020-10-22,forecast,49,398,7170,9,22,36,70,127,618
Norfolk,2020-10-23,forecast,53,524,7947,8,22,38,76,136,807
Norfolk,2020-10-24,forecast,30,698,18141,4,12,21,44,84,555
Norfolk,2020-10-25,forecast,30,616,12378,3,11,19,44,85,719
Peterborough,2020-10-12,forecast,28,32,20,9,18,24,32,41,67
Peterborough,2020-10-13,forecast,25,29,19,8,16,21,29,38,66
Peterborough,2020-10-14,forecast,25,30,21,7,16,21,29,38,67
Peterborough,2020-10-15,forecast,26,33,27,7,16,22,32,41,75
Peterborough,2020-10-16,forecast,29,38,33,7,18,25,36,47,97
Peterborough,2020-10-17,forecast,19,27,29,4,11,16,24,33,71
Peterborough,2020-10-18,forecast,23,32,49,5,13,19,28,39,87
Peterborough,2020-10-19,forecast,34,53,83,7,18,27,43,63,154
Peterborough,2020-10-20,forecast,31,49,96,5,16,24,39,56,149
Peterborough,2020-10-21,forecast,30,54,116,5,14,23,38,60,164
Peterborough,2020-10-22,forecast,34,64,139,5,15,26,43,69,191
Peterborough,2020-10-23,forecast,36,81,309,5,16,27,48,77,263
Peterborough,2020-10-24,forecast,24,64,489,2,10,17,32,54,185
Peterborough,2020-10-25,forecast,27,95,1199,3,11,19,38,64,252
Southend-on-Sea,2020-10-12,forecast,13,15,11,3,8,10,14,19,34
Southend-on-Sea,2020-10-13,forecast,17,21,18,5,11,15,20,27,51
Southend-on-Sea,2020-10-14,forecast,14,19,17,4,9,12,17,23,48
Southend-on-Sea,2020-10-15,forecast,17,23,24,4,10,14,20,27,62
Southend-on-Sea,2020-10-16,forecast,15,22,27,3,8,12,19,26,61
Southend-on-Sea,2020-10-17,forecast,11,17,26,2,6,8,13,19,54
Southend-on-Sea,2020-10-18,forecast,11,20,38,2,6,9,14,21,63
Southend-on-Sea,2020-10-19,forecast,15,38,106,2,8,12,20,33,124
Southend-on-Sea,2020-10-20,forecast,21,59,220,3,10,16,29,49,183
Southend-on-Sea,2020-10-21,forecast,17,59,276,2,7,12,23,42,179
Southend-on-Sea,2020-10-22,forecast,20,89,512,2,9,15,28,52,267
Southend-on-Sea,2020-10-23,forecast,18,117,945,2,7,13,27,49,313
Southend-on-Sea,2020-10-24,forecast,13,113,1218,1,5,9,19,37,236
Southend-on-Sea,2020-10-25,forecast,13,161,2652,1,5,9,19,42,289
Suffolk,2020-10-12,forecast,38,40,16,20,30,35,41,48,69
Suffolk,2020-10-13,forecast,44,48,22,23,34,40,49,57,87
Suffolk,2020-10-14,forecast,36,41,23,17,27,32,40,49,78
Suffolk,2020-10-15,forecast,42,49,37,19,30,37,47,58,102
Suffolk,2020-10-16,forecast,38,49,65,16,26,33,43,55,113
Suffolk,2020-10-17,forecast,21,31,63,8,14,19,26,34,78
Suffolk,2020-10-18,forecast,16,26,90,5,10,14,20,27,64
Suffolk,2020-10-19,forecast,26,58,515,8,15,21,31,45,135
Suffolk,2020-10-20,forecast,29,92,1360,9,17,24,37,56,182
Suffolk,2020-10-21,forecast,23,104,1960,6,13,19,30,46,186
Suffolk,2020-10-22,forecast,26,289,9156,7,14,22,34,58,255
Suffolk,2020-10-23,forecast,24,418,14198,5,12,19,32,53,284
Suffolk,2020-10-24,forecast,14,514,19421,3,7,10,18,32,200
Suffolk,2020-10-25,forecast,10,882,35630,1,5,8,15,26,170
Thurrock,2020-10-12,forecast,36,39,21,13,24,31,40,49,78
Thurrock,2020-10-13,forecast,30,35,22,11,20,26,35,44,70
Thurrock,2020-10-14,forecast,27,33,23,8,18,23,32,40,74
Thurrock,2020-10-15,forecast,30,38,31,9,20,26,36,47,90
Thurrock,2020-10-16,forecast,36,47,45,10,22,30,42,57,118
Thurrock,2020-10-17,forecast,26,36,54,6,16,21,31,42,94
Thurrock,2020-10-18,forecast,25,38,66,7,15,21,30,44,98
Thurrock,2020-10-19,forecast,64,113,250,15,36,52,81,118,311
Thurrock,2020-10-20,forecast,57,113,472,12,31,45,72,109,295
Thurrock,2020-10-21,forecast,52,123,645,9,27,41,69,105,338
Thurrock,2020-10-22,forecast,56,169,1427,11,30,44,73,123,411
Thurrock,2020-10-23,forecast,66,229,2097,10,34,51,90,147,578
Thurrock,2020-10-24,forecast,47,285,5648,7,23,36,63,108,455
Thurrock,2020-10-25,forecast,49,265,3731,6,21,36,66,117,472
Barking and Dagenham,2020-10-12,forecast,33,38,20,13,24,29,37,47,76
Barking and Dagenham,2020-10-13,forecast,32,37,22,12,23,28,36,46,76
Barking and Dagenham,2020-10-14,forecast,48,56,35,20,34,43,55,69,116
Barking and Dagenham,2020-10-15,forecast,43,51,35,16,29,37,50,62,114
Barking and Dagenham,2020-10-16,forecast,35,43,38,12,24,30,41,52,96
Barking and Dagenham,2020-10-17,forecast,28,35,33,9,18,23,32,42,86
Barking and Dagenham,2020-10-18,forecast,31,43,69,9,20,27,37,48,104
Barking and Dagenham,2020-10-19,forecast,45,68,125,14,29,38,54,76,170
Barking and Dagenham,2020-10-20,forecast,43,74,180,12,27,36,52,74,207
Barking and Dagenham,2020-10-21,forecast,65,117,328,18,39,55,77,108,306
Barking and Dagenham,2020-10-22,forecast,58,134,972,14,35,47,71,100,317
Barking and Dagenham,2020-10-23,forecast,49,122,852,12,27,40,59,88,281
Barking and Dagenham,2020-10-24,forecast,36,106,813,8,20,29,45,68,265
Barking and Dagenham,2020-10-25,forecast,42,193,2919,8,22,33,53,80,303
Barnet,2020-10-12,forecast,75,79,29,40,59,69,82,93,134
Barnet,2020-10-13,forecast,63,67,27,33,49,57,68,79,115
Barnet,2020-10-14,forecast,79,87,38,43,61,72,88,102,157
Barnet,2020-10-15,forecast,80,88,42,38,59,72,90,107,166
Barnet,2020-10-16,forecast,71,81,45,30,52,63,80,97,160
Barnet,2020-10-17,forecast,42,49,30,16,30,37,48,60,107
Barnet,2020-10-18,forecast,47,55,37,18,31,40,54,68,120
Barnet,2020-10-19,forecast,82,101,77,29,53,69,95,126,231
Barnet,2020-10-20,forecast,66,86,73,21,41,56,79,104,212
Barnet,2020-10-21,forecast,84,115,111,24,50,70,101,137,301
Barnet,2020-10-22,forecast,84,121,131,23,50,69,105,146,327
Barnet,2020-10-23,forecast,76,113,139,18,41,60,93,134,308
Barnet,2020-10-24,forecast,44,73,108,9,24,34,59,85,215
Barnet,2020-10-25,forecast,50,87,179,10,25,39,63,98,265
Bexley,2020-10-12,forecast,27,33,26,8,17,23,32,41,80
Bexley,2020-10-13,forecast,21,26,22,6,13,18,25,33,63
Bexley,2020-10-14,forecast,25,32,27,6,15,21,30,40,81
Bexley,2020-10-15,forecast,32,43,47,8,20,27,39,54,111
Bexley,2020-10-16,forecast,25,36,45,6,15,21,31,42,103
Bexley,2020-10-17,forecast,18,27,36,4,10,15,23,32,74
Bexley,2020-10-18,forecast,20,32,61,5,11,16,25,36,94
Bexley,2020-10-19,forecast,32,58,147,6,17,25,40,60,167
Bexley,2020-10-20,forecast,24,51,193,3,12,18,31,48,155
Bexley,2020-10-21,forecast,29,76,573,4,14,21,37,61,209
Bexley,2020-10-22,forecast,37,100,613,5,17,27,47,77,285
Bexley,2020-10-23,forecast,29,92,635,4,13,22,39,64,251
Bexley,2020-10-24,forecast,20,87,914,2,9,15,28,48,203
Bexley,2020-10-25,forecast,22,116,1323,2,9,16,31,55,257
Brent,2020-10-12,forecast,51,54,21,26,39,47,56,65,94
Brent,2020-10-13,forecast,51,55,24,25,39,46,56,67,97
Brent,2020-10-14,forecast,66,73,37,31,50,60,74,89,138
Brent,2020-10-15,forecast,69,77,47,30,49,60,77,94,151
Brent,2020-10-16,forecast,51,60,41,21,37,46,58,71,122
Brent,2020-10-17,forecast,39,47,41,15,26,33,45,55,98
Brent,2020-10-18,forecast,36,45,45,12,24,31,42,53,103
Brent,2020-10-19,forecast,58,81,119,18,37,49,70,92,195
Brent,2020-10-20,forecast,56,86,167,16,35,48,68,92,209
Brent,2020-10-21,forecast,74,126,351,19,44,61,89,124,298
Brent,2020-10-22,forecast,75,148,529,18,42,60,94,132,368
Brent,2020-10-23,forecast,55,129,635,13,30,44,69,101,293
Brent,2020-10-24,forecast,42,108,573,8,21,33,55,80,259
Brent,2020-10-25,forecast,39,130,984,7,19,30,51,78,253
Bromley,2020-10-12,forecast,45,49,26,19,32,40,50,61,93
Bromley,2020-10-13,forecast,46,53,29,19,33,40,53,66,107
Bromley,2020-10-14,forecast,56,66,40,23,39,49,65,81,139
Bromley,2020-10-15,forecast,41,50,34,16,28,36,48,61,112
Bromley,2020-10-16,forecast,39,48,37,13,25,33,47,60,113
Bromley,2020-10-17,forecast,34,45,40,10,21,29,41,55,112
Bromley,2020-10-18,forecast,34,47,52,10,21,28,41,56,124
Bromley,2020-10-19,forecast,55,84,113,14,31,45,68,99,237
Bromley,2020-10-20,forecast,57,96,164,13,31,46,72,111,271
Bromley,2020-10-21,forecast,71,127,237,13,38,55,91,134,385
Bromley,2020-10-22,forecast,53,101,216,9,25,39,67,100,323
Bromley,2020-10-23,forecast,48,111,303,7,23,36,64,106,339
Bromley,2020-10-24,forecast,42,109,371,6,19,31,59,95,335
Bromley,2020-10-25,forecast,42,126,558,6,18,31,57,99,368
Camden,2020-10-12,forecast,73,83,42,32,53,65,84,104,158
Camden,2020-10-13,forecast,61,68,36,25,44,53,69,84,138
Camden,2020-10-14,forecast,71,80,44,28,49,62,80,99,162
Camden,2020-10-15,forecast,72,86,59,27,49,63,83,107,186
Camden,2020-10-16,forecast,80,96,67,28,54,68,92,118,218
Camden,2020-10-17,forecast,61,76,57,20,39,52,72,95,176
Camden,2020-10-18,forecast,54,70,58,17,34,45,66,87,175
Camden,2020-10-19,forecast,133,184,185,37,80,108,158,218,518
Camden,2020-10-20,forecast,106,153,161,28,64,88,130,183,421
Camden,2020-10-21,forecast,125,193,249,30,75,102,155,220,548
Camden,2020-10-22,forecast,131,209,288,28,71,105,165,244,602
Camden,2020-10-23,forecast,144,247,394,29,76,113,174,270,762
Camden,2020-10-24,forecast,108,199,345,18,57,86,137,211,645
Camden,2020-10-25,forecast,98,200,379,15,50,77,129,200,680
Croydon,2020-10-12,forecast,52,57,27,24,39,47,57,68,105
Croydon,2020-10-13,forecast,40,46,27,18,29,36,46,55,89
Croydon,2020-10-14,forecast,45,54,40,18,32,40,52,64,115
Croydon,2020-10-15,forecast,39,49,62,15,26,34,44,56,113
Croydon,2020-10-16,forecast,45,63,152,16,30,39,53,68,145
Croydon,2020-10-17,forecast,24,37,122,7,14,20,28,37,89
Croydon,2020-10-18,forecast,24,54,487,7,15,20,29,43,106
Croydon,2020-10-19,forecast,51,136,1356,14,29,41,66,95,285
Croydon,2020-10-20,forecast,39,242,6115,10,21,30,49,72,267
Croydon,2020-10-21,forecast,42,537,16515,9,22,32,56,88,351
Croydon,2020-10-22,forecast,36,682,17980,8,18,28,48,81,358
Croydon,2020-10-23,forecast,43,2221,71662,8,20,32,56,98,504
Croydon,2020-10-24,forecast,21,3972,151847,3,10,15,30,53,311
Croydon,2020-10-25,forecast,23,10654,404632,3,10,16,32,55,386
Ealing,2020-10-12,forecast,90,97,40,45,68,80,100,120,170
Ealing,2020-10-13,forecast,64,71,34,30,47,57,72,85,130
Ealing,2020-10-14,forecast,73,81,42,33,52,64,81,100,158
Ealing,2020-10-15,forecast,58,68,41,24,41,51,66,84,143
Ealing,2020-10-16,forecast,62,74,52,23,41,53,72,92,163
Ealing,2020-10-17,forecast,54,67,51,19,35,46,63,82,158
Ealing,2020-10-18,forecast,51,69,68,17,33,44,61,80,172
Ealing,2020-10-19,forecast,83,119,149,26,49,68,100,140,307
Ealing,2020-10-20,forecast,57,94,166,16,33,46,72,103,261
Ealing,2020-10-21,forecast,67,114,295,18,37,55,82,119,311
Ealing,2020-10-22,forecast,52,106,297,12,27,41,66,105,293
